id,imo,vessel_name,beneficial_owner,beneficial_owner_country,operator,operator_country,flag_name,vessel_type_code,built_year,buyer,dwt_design,class1_code,technical_manager,technical_manager_country,commercial_manager,commercial_manager_country,modified_at
28349,8021880,PATCHARAWADEE 14,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1980,,2552,,,,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
35324,8114261,PUL MANDIRI,Maskapai Pelayaran Pulau Laut,Indonesia,Maskapai Pelayaran Pulau Laut,Indonesia,Indonesia,Gen,1981,,3728,KI,,,Maskapai Pelayaran Pulau Laut,Indonesia,2020-01-01T00:00:00Z
22425,8213744,SEAHORSE,"Dredging, Environmental & Marine Engineering NV (DEME Group)",Belgium,"Dredging, Environmental & Marine Engineering NV (DEME Group)",Belgium,Netherlands,Offs,1983,,20958,LR,DEME Offshore NL BV,Netherlands,"Dredging, Environmental & Marine Engineering NV (DEME Group)",Belgium,2020-01-01T00:00:00Z
32425,8314586,LUCKY,Valour Offshore Marine Services (Pte) Ltd.,Singapore,Valour Offshore Marine Services (Pte) Ltd.,Singapore,Singapore,Gen,1982,,13943,ABS,,,Valour Offshore Marine Services (Pte) Ltd.,Singapore,2020-01-01T00:00:00Z
16222,8405218,ISA LUCKY,Isa Lines,Indonesia,Isa Lines,Indonesia,Liberia,Bulk,1984,,26650,NK,,,Isa Lines,Indonesia,2020-01-01T00:00:00Z
5308,8616568,OSPREY,Offshore Heavy Transport AS,Norway,Offshore Heavy Transport AS,Norway,Norway (NIS),Gen,1989,,53000,DNV,,,Offshore Heavy Transport AS,Norway,2022-05-10T00:00:00Z
26734,8700242,ZHEN HUA 25,Shanghai Zhenhua Shipping Co Ltd,China,Shanghai Zhenhua Shipping Co Ltd,China,Hong Kong,Gen,1988,,49099,ABS,,,Shanghai Zhenhua Shipping Co Ltd,China,2020-01-01T00:00:00Z
3560,8700254,ZHEN HUA 26,Shanghai Zhenhua Shipping Co Ltd,China,Shanghai Zhenhua Shipping Co Ltd,China,Hong Kong,Gen,1988,,49060,ABS,,,Shanghai Zhenhua Shipping Co Ltd,China,2022-11-24T00:00:00Z
32037,8701040,PAMYAT KIROVA,Unknown Russians,Russian Federation,Unknown Russians,Russian Federation,Russia,Reef,1987,,9350,RS,Reefer Ltd (Russia),Russian Federation,Unknown Russians,Russian Federation,2020-01-01T00:00:00Z
27379,8705670,CALA PEVERO,Seatrade Groningen B.V.,Netherlands,Seatrade Groningen B.V.,Netherlands,Netherland Antilles,Reef,1990,,6704,RI,,,Seatrade Groningen B.V.,Netherlands,2020-01-01T00:00:00Z
37967,8713990,ROYAL PEACE,PT Waruna Nusa Sentana,Indonesia,PT Waruna Nusa Sentana,Indonesia,Japan,Bulk,1988,,6724,NK,,,PT Waruna Nusa Sentana,Indonesia,2020-01-01T00:00:00Z
33465,8822090,SUMATERA LEADER,Nippon Yusen Kaisha (N Y K),Japan,Nippon Yusen Kaisha (N Y K),Japan,Indonesia,PCC,1989,,2662,KI,,,Nippon Yusen Kaisha (N Y K),Japan,2020-01-01T00:00:00Z
9872,8822583,YUN RUN 8,Green Reefers ASA,Norway,Green Reefers ASA,Norway,Bahamas,Reef,1989,,6116,DNV,,,Green Reefers ASA,Norway,2020-01-01T00:00:00Z
22131,8902333,AEGEAN PARADISE,Enterprises Shipping & Trading SA,Greece,Enterprises Shipping & Trading SA,Greece,Panama,VP,1990,,4863,RI,,,Enterprises Shipping & Trading SA,Greece,2020-01-01T00:00:00Z
29984,8904460,ALLAN,Yinson Holdings Berhad,Malaysia,Yinson Holdings Berhad,Malaysia,Marshall Islands,Offs,1992,,145242,DNV,Yinson Production AS,Norway,Yinson Holdings Berhad,Malaysia,2020-01-01T00:00:00Z
18344,8912730,CTP DELTA,Caraka Tirta Perkasa (CTP LIne),Indonesia,Caraka Tirta Perkasa (CTP LIne),Indonesia,Indonesia,Cont,1993,,12310,DNV,,,Caraka Tirta Perkasa (CTP LIne),Indonesia,2020-01-01T00:00:00Z
27197,8938148,THAILINE,Shin Yang Shipping Corp Bhd,Malaysia,Shin Yang Shipping Corp Bhd,Malaysia,Malaysia,Gen,1994,,4000,BV,,,Shin Yang Shipping Corp Bhd,Malaysia,2020-01-01T00:00:00Z
40027,8952857,GOLDEN STAR L,Pancon Shipping & Marine Services Pte Ltd,Singapore,Pancon Shipping & Marine Services Pte Ltd,Singapore,Panama,Gen,1995,,2444,RI,Golden Star Shipping Pte Ltd,Singapore,Pancon Shipping & Marine Services Pte Ltd,Singapore,2020-01-01T00:00:00Z
38825,9001772,SEAPEAK POLAR,seapeak MaritimeE Ltd,Bermuda,seapeak MaritimeE Ltd,Bermuda,Bahamas,LNG,1993,,48817,ABS,Seapeak Maritime (Glasgow) Ltd,United Kingdom,seapeak MaritimeE Ltd,Bermuda,2020-01-01T00:00:00Z
14395,9005053,SEA GLORIA,Kunlun Holding Co. Ltd.,China,Kunlun Holding Co. Ltd.,China,Panama,LPG,1993,,49874,BV,Aspero Ship Management FZE,United Arab Emirates,Kunlun Holding Co. Ltd.,China,2020-01-01T00:00:00Z
28337,9006679,MING LONG,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1992,,49412,RI,Bernhard Schulte (Singapore),Singapore,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
13247,9016519,SCORPIO,Fultonn Petroleum Sendirian Berhad,Malaysia,Fultonn Petroleum Sendirian Berhad,Malaysia,Malaysia,Tank,1991,,2049,NK,Wee Tiong (S) Pte Ltd,Singapore,Fultonn Petroleum Sendirian Berhad,Malaysia,2020-01-01T00:00:00Z
31827,9031519,SEA HERMES,Truong Phat Loc Shipping Trading JSC,Viet Nam,Truong Phat Loc Shipping Trading JSC,Viet Nam,Panama,LPG,1993,,49242,BV,,,Truong Phat Loc Shipping Trading JSC,Viet Nam,2020-01-01T00:00:00Z
27752,9032252,PACIFIC SINCERE,Seven Seas Oil Trading Pte. Ltd.,Singapore,Seven Seas Oil Trading Pte. Ltd.,Singapore,Singapore,Tank,1991,,1973,BV,,,Seven Seas Oil Trading Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
17415,9034224,EDRICKO 8,Bitumen Marasende,Indonesia,Bitumen Marasende,Indonesia,Indonesia,Tank,1992,,3862,IR,,,Bitumen Marasende,Indonesia,2020-01-01T00:00:00Z
36862,9036325,AU ARIES,Musim Mas Group,Indonesia,Musim Mas Group,Indonesia,Indonesia,Chem,1992,,9061,NK,Maximus Marine Pte. Ltd.,Singapore,Musim Mas Group,Indonesia,2020-01-01T00:00:00Z
37891,9037965,HARMONI MAS 3,Roro Samudera Putra Harmonimas,Indonesia,Roro Samudera Putra Harmonimas,Indonesia,Japan,PCC,1992,,1665,NK,,,Roro Samudera Putra Harmonimas,Indonesia,2020-01-01T00:00:00Z
14394,9046784,GAS ORPHEUS,Kunlun Holding Co. Ltd.,China,Kunlun Holding Co. Ltd.,China,Panama,LPG,1993,,49999,BV,,,Kunlun Holding Co. Ltd.,China,2020-01-01T00:00:00Z
29471,9052329,T&T GOLD,Vietnam Maritime Corp (VIMC),Viet Nam,Vietnam Maritime Corp (VIMC),Viet Nam,Vietnam,Bulk,1993,,26456,VR,Vietnam Gas & Chemicals Transportation Corp,Viet Nam,Vietnam Maritime Corp (VIMC),Viet Nam,2020-01-01T00:00:00Z
39374,9058294,MISFAH 9,Saudi Arabian Oil Co.,Saudi Arabia,Saudi Arabian Oil Co.,Saudi Arabia,Saudi Arabia,MISC,1992,,215,DNV,,,Saudi Arabian Oil Co.,Saudi Arabia,2020-01-01T00:00:00Z
19672,9059901,OSTINA,Agung Transina Raya,Indonesia,Agung Transina Raya,Indonesia,Indonesia,PCC,1992,,3066,KI,,,Agung Transina Raya,Indonesia,2020-01-01T00:00:00Z
15910,9061928,HL Pyeongtaek,H-Line Shipping Co Ltd,"Korea, Republic Of",H-Line Shipping Co Ltd,"Korea, Republic Of",South Korea,LNG,1995,,71041,BV,,,H-Line Shipping Co Ltd,"Korea, Republic Of",2020-01-01T00:00:00Z
25372,9062219,STRAITS LOYALTY,Straits Bunkering Pte Ltd,Singapore,Straits Bunkering Pte Ltd,Singapore,Malaysia,Tank,1992,,2649,BV,,,Straits Bunkering Pte Ltd,Singapore,2020-01-01T00:00:00Z
32291,9062269,KUN SHAN,Unknown Malaysians,Malaysia,Unknown Malaysians,Malaysia,Malaysia,Chem,1993,,4999,BV,,,Unknown Malaysians,Malaysia,2020-01-01T00:00:00Z
29240,9066473,LEO,Wee Tiong (S) Pte Ltd,Singapore,Wee Tiong (S) Pte Ltd,Singapore,Malaysia,Tank,1993,,4943,NK,,,Wee Tiong (S) Pte Ltd,Singapore,2020-01-01T00:00:00Z
28846,9070450,TURANDOT,Walleniusrederierna AB (Wallenius Lines AB),Sweden,Walleniusrederierna AB (Wallenius Lines AB),Sweden,Singapore,PCC,1995,,22815,LR,Wallenius Marine AB,Sweden,Walleniusrederierna AB (Wallenius Lines AB),Sweden,2020-01-01T00:00:00Z
31126,9070632,MARELLA DISCOVERY,TUI AG,Germany,TUI AG,Germany,Malta,VP,1996,,5200,DNV,Columbia Cruise Services GmbH & Co KG,Germany,TUI AG,Germany,2020-01-01T00:00:00Z
19424,9074626,MUBARAZ,Abu Dhabi National Oil Co. (ADNOC),United Arab Emirates,Abu Dhabi National Oil Co. (ADNOC),United Arab Emirates,Liberia,LNG,1996,,72950,LR,,,Abu Dhabi National Oil Co. (ADNOC),United Arab Emirates,2020-01-01T00:00:00Z
33875,9074638,MRAWEH,National Gas Shipping Co. (NGSCO),United Arab Emirates,National Gas Shipping Co. (NGSCO),United Arab Emirates,Liberia,LNG,1996,,72950,LR,,,National Gas Shipping Co. (NGSCO),United Arab Emirates,2020-01-01T00:00:00Z
33870,9074640,AL HAMRA,National Gas Shipping Co. (NGSCO),United Arab Emirates,National Gas Shipping Co. (NGSCO),United Arab Emirates,Liberia,LNG,1996,,73050,LR,,,National Gas Shipping Co. (NGSCO),United Arab Emirates,2020-01-01T00:00:00Z
28845,9082934,DON JUAN,Walleniusrederierna AB (Wallenius Lines AB),Sweden,Walleniusrederierna AB (Wallenius Lines AB),Sweden,Singapore,PCC,1995,,22514,LR,,,Walleniusrederierna AB (Wallenius Lines AB),Sweden,2020-01-01T00:00:00Z
5042,9101558,OCEAN MERRY,Hengfa Shipping Inc.,China,Hengfa Shipping Inc.,China,Panama,Bulk,1995,,71747,PR,,,Hengfa Shipping Inc.,China,2022-05-23T00:00:00Z
10487,9101572,ASIA GLORY 6,Hangli Shipping & Trading Pte. Ltd.,Singapore,Hangli Shipping & Trading Pte. Ltd.,Singapore,Indonesia,Gen,1994,,7748,NK,,,Hangli Shipping & Trading Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
21448,9101584,MILESTONE,Dalian Five Resources Shipping Co. Ltd.,China,Dalian Five Resources Shipping Co. Ltd.,China,Hong Kong,Gen,1994,,7758,NK,,,Dalian Five Resources Shipping Co. Ltd.,China,2020-01-01T00:00:00Z
36696,9109354,TONG JI MEN,Nanjing Ocean Shipping Co Ltd (NASCO),China,Nanjing Ocean Shipping Co Ltd (NASCO),China,Panama,Bulk,1995,,46635,NK,,,Nanjing Ocean Shipping Co Ltd (NASCO),China,2020-01-01T00:00:00Z
37412,9112698,DANU BHUM,Regional Container Lines Public Company Ltd,Thailand,Regional Container Lines Public Company Ltd,Thailand,Singapore,Cont,1996,,13825,DNV,,,Regional Container Lines Public Company Ltd,Thailand,2020-01-01T00:00:00Z
13718,9113927,GAS NURI ARIZONA,Khor Al Zhubair Shipping Co,United Arab Emirates,Khor Al Zhubair Shipping Co,United Arab Emirates,Panama,LPG,1995,,5590,KR,,,Khor Al Zhubair Shipping Co,United Arab Emirates,2020-01-01T00:00:00Z
22924,9114529,ARMU,Chun An Shipping Ltd.,China,Chun An Shipping Ltd.,China,Belize,RoRo,1995,,9760,NK,,,Chun An Shipping Ltd.,China,2020-01-01T00:00:00Z
19192,9114983,AMA,AMA Marine Co. Ltd.,Thailand,AMA Marine Co. Ltd.,Thailand,Japan,Chem,1994,,3110,NK,AMA Marine Co. Ltd.,Thailand,AMA Marine Co. Ltd.,Thailand,2020-01-01T00:00:00Z
14608,9116228,GAS CHALLENGER,Laugfs Maritime Services,Sri Lanka,Laugfs Maritime Services,Sri Lanka,Sri Lankan,LPG,1995,,7046,LR,,,Laugfs Maritime Services,Sri Lanka,2020-01-01T00:00:00Z
28339,9116230,SENNA 9,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1995,,7031,NK,,,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
3628,9116589,EVER UNITED,Evergreen Marine Corp Ltd,"Taiwan, Province Of China",Evergreen Marine Corp Ltd,"Taiwan, Province Of China",Singapore,Cont,1996,,62386,ABS,,,Evergreen Marine (Asia) Pte Ltd,Singapore,2022-11-14T00:00:00Z
24929,9118408,TANTO PRATAMA,Tanto Intim Lines PT,Indonesia,Tanto Intim Lines PT,Indonesia,Indonesia,Cont,1995,,24134,BV,,,Tanto Intim Lines PT,Indonesia,2020-01-01T00:00:00Z
22580,9118678,ELEFSIS,Eastern Mediterranean Maritime Ltd,Greece,Eastern Mediterranean Maritime Ltd,Greece,Malta,Bulk,1997,,72873,BV,,,Eastern Mediterranean Maritime Ltd,Greece,2020-01-01T00:00:00Z
1998,9120841,MSC DOMNA X,Mediterranean Shipping Co SA (MSC),Switzerland,Mediterranean Shipping Co SA (MSC),Switzerland,Liberia,Cont,1997,,110381,ABS,MSC Shipmanagement Ltd,Cyprus,MSC Shipmanagement Ltd,Cyprus,2023-04-07T00:00:00Z
39154,9121297,SAGA HORIZON,Saga Shipholding (Norway) AS,Norway,Saga Shipholding (Norway) AS,Norway,Hong Kong,Bulk,1995,,47016,DNV,Anglo-Eastern Ship Management Ltd,Hong Kong,Saga Shipholding (Norway) AS,Norway,2020-01-01T00:00:00Z
3240,9124469,STOLT ACHIEVEMENT,Stolt Tankers BV,Netherlands,Stolt Tankers BV,Netherlands,Cayman Islands,Chem,1999,,37141,DNV,Stolt Tankers BV,Netherlands,Stolt Tankers BV,Netherlands,2023-01-13T00:00:00Z
10148,9125360,CHARLENE,Government of the Socialist Republic of Vietnam,Viet Nam,Government of the Socialist Republic of Vietnam,Viet Nam,Tuvalu,Bulk,1996,,28249,NK,Tan Binh Co Ltd,Viet Nam,Government of the Socialist Republic of Vietnam,Viet Nam,2020-01-01T00:00:00Z
10876,9125877,HAN ZHI,Hanssy Shipping Pte Ltd,Singapore,Hanssy Shipping Pte Ltd,Singapore,Singapore,Gen,1996,,7713,NK,,,Hanssy Shipping Pte Ltd,Singapore,2020-01-01T00:00:00Z
38166,9126273,PRINCESS NAOMI,PT Waruna Nusa Sentana,Indonesia,PT Waruna Nusa Sentana,Indonesia,Indonesia,Chem,1996,,30949,NK,Waruna Nusa Sentana,Indonesia,PT Waruna Nusa Sentana,Indonesia,2020-01-01T00:00:00Z
20221,9127679,PACIFIC KNIGHT,ATL Shipping Ltd.,China,ATL Shipping Ltd.,China,Panama,Bulk,1996,,68461,PR,,,ATL Shipping Ltd.,China,2020-01-01T00:00:00Z
22882,9127942,XICHANGHAI,China Ocean Shipping Co (Cosco) Guangzhou,China,China Ocean Shipping Co (Cosco) Guangzhou,China,China,Bulk,1997,,27275,CC,,,China Ocean Shipping Co (Cosco) Guangzhou,China,2020-01-01T00:00:00Z
26899,9128790,GUO RUI,Shanghai Vasteast International Shipping Management Co. Ltd.,China,Shanghai Vasteast International Shipping Management Co. Ltd.,China,Panama,Bulk,1996,,23583,NK,Shanghai Vasteast International Shipping Management Co. Ltd.,China,Shanghai Vasteast International Shipping Management Co. Ltd.,China,2020-01-01T00:00:00Z
12587,9129627,NEW CHALLENGE,GMZ Ship Management Co SA,Lebanon,GMZ Ship Management Co SA,Lebanon,Belize,Bulk,1996,,27079,NK,,,GMZ Ship Management Co SA,Lebanon,2020-01-01T00:00:00Z
31498,9130535,UNI-ACCORD,Uniglory Marine Corp.,"Taiwan, Province Of China",Uniglory Marine Corp.,"Taiwan, Province Of China",Hong Kong,Cont,1997,,9629,NK,,,Uniglory Marine Corp.,"Taiwan, Province Of China",2020-01-01T00:00:00Z
942,9131101,CALYPSO GAS,Gigantic Ozone Energy Ltd,Hong Kong,Unigas International,Netherlands,Antigua and Barbuda,LPG,1997,,4995,DNV,Onboard Ship Management Ltd,Hong Kong,Onboard Ship Management Ltd,Hong Kong,2023-07-16T00:00:00Z
32820,9132674,SHENG LE B.,Unknown Chinese,China,Unknown Chinese,China,Panama,Bulk,1995,,28381,NK,,,Unknown Chinese,China,2020-01-01T00:00:00Z
23129,9133410,HONG XING,Chinese-Polish Joint Stock Shipping Co. (Chipolbrok),China,Chinese-Polish Joint Stock Shipping Co. (Chipolbrok),China,China,Gen,1997,,22271,CC,Shanghai CP International Ship Management & Broker Co. Ltd,China,Chinese-Polish Joint Stock Shipping Co. (Chipolbrok),China,2020-01-01T00:00:00Z
12208,9134268,EVER DEVOTE,Evergreen Marine Corp Ltd,"Taiwan, Province Of China",Evergreen Marine Corp Ltd,"Taiwan, Province Of China",Singapore,Cont,1998,,55604,ABS,Evergreen Marine Corp Ltd,"Taiwan, Province Of China",Evergreen Marine Corp Ltd,"Taiwan, Province Of China",2020-01-01T00:00:00Z
28347,9135561,SENNA 7,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1996,,3714,KR,,,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
10416,9139995,HONG KAI,Government of the People's Republic of China,China,Government of the People's Republic of China,China,Panama,Bulk,1996,,45654,NK,,,Government of the People's Republic of China,China,2020-01-01T00:00:00Z
24849,9140229,HAPPY BULKER,Tan Binh Co Ltd,Viet Nam,Tan Binh Co Ltd,Viet Nam,Panama,Gen,1996,,23483,NK,,,Tan Binh Co Ltd,Viet Nam,2020-01-01T00:00:00Z
3033,9141235,MOHAMAD M,Unknown,Unknown,Mansour Management Gemi Acent,Turkey,Cook Islands,Bulk,1997,,24341,NK,Mansour Management Gemi Acent,Turkey,Mansour Management Gemi Acent,Turkey,2023-02-05T00:00:00Z
34237,9141998,RELIANCE,NVL Trans Shipping Ltd.,Ukraine,NVL Trans Shipping Ltd.,Ukraine,Panama,Bulk,1996,,45742,NK,NVL Trans Shipping Ltd.,Ukraine,NVL Trans Shipping Ltd.,Ukraine,2020-01-01T00:00:00Z
37395,9144782,TURBA,MJL Bangladesh Ltd.,Bangladesh,MJL Bangladesh Ltd.,Bangladesh,Bangladesh,Tank,1997,,106547,BV,Quirtik Business LP,Ireland,MJL Bangladesh Ltd.,Bangladesh,2020-01-01T00:00:00Z
17226,9146235,GAS KALIMANTAN,Berlian Laju Tanker P.T.,Indonesia,Berlian Laju Tanker P.T.,Indonesia,Indonesia,LPG,1996,,3530,NK,,,Berlian Laju Tanker P.T.,Indonesia,2020-01-01T00:00:00Z
5676,9146613,FOREVER HAPPY,Steelships LLC,Greece,Steelships LLC,Greece,Cook Islands,Bulk,1997,,42717,BV,Silver Star Ship Management FZE,United Arab Emirates,Steelships LLC,Greece,2022-04-22T00:00:00Z
13047,9146819,VENUS J,FreeSeas Inc.,Greece,FreeSeas Inc.,Greece,Palau,Bulk,1996,,30838,BV,NJ TRUST MARINE LTD,Greece,FreeSeas Inc.,Greece,2020-01-01T00:00:00Z
27423,9146821,BOS ANGEL,Seastar Chartering Ltd,Greece,Seastar Chartering Ltd,Greece,St. Vincent and the Grenadines,Bulk,1996,,30855,NK,,,Seastar Chartering Ltd,Greece,2020-01-01T00:00:00Z
29421,9146912,LUCKY STAR 6,Viconship Saigon,Viet Nam,Viconship Saigon,Viet Nam,Panama,Gen,1996,,6238,NK,,,Viconship Saigon,Viet Nam,2020-01-01T00:00:00Z
29378,9148647,SOUL OF LUCK,Victoria Oceanway Ltd,Greece,Victoria Oceanway Ltd,Greece,Panama,Cont,1997,,21519,NK,,,Victoria Oceanway Ltd,Greece,2020-01-01T00:00:00Z
25370,9148805,ELINE ENTERPRISE,Straits Link Ship Agencies & Management Pte. Ltd.,Singapore,Straits Link Ship Agencies & Management Pte. Ltd.,Singapore,Indonesia,Cont,1998,,5119,BV,,,Straits Link Ship Agencies & Management Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
32823,9149378,KMAX PRO,Unknown Chinese,China,Unknown Chinese,China,Panama,Bulk,1997,,48227,RI,,,Unknown Chinese,China,2020-01-01T00:00:00Z
21340,9149847,FUTURE,Danaos Shipping Co Ltd,Greece,Danaos Shipping Co Ltd,Greece,Panama,Cont,1997,,24799,KR,,,Danaos Shipping Co Ltd,Greece,2020-01-01T00:00:00Z
1556,9150195,OVP ARIES,Deloports LLC,Russian Federation,RUSCON (Delo Group),Russian Federation,Panama,Cont,1998,,33995,DNV,Delo Service Co Ltd,Russian Federation,Delo Service Co Ltd,Russian Federation,2023-05-20T00:00:00Z
38074,9152208,ERAWAN 1,PT Pelayaran Sakti Erawan,Indonesia,PT Pelayaran Sakti Erawan,Indonesia,Indonesia,Chem,1997,,5980,KR,Pelayaran Sakti Erawan,Indonesia,PT Pelayaran Sakti Erawan,Indonesia,2020-01-01T00:00:00Z
1676,9152909,REYFA,Diamond Pioneer Gulf Shipping & Cargo Co LLC,United Arab Emirates,Diamond Pioneer Gulf Shipping & Cargo Co LLC,United Arab Emirates,Togo,Cont,1998,,14086,KR,Diamond Pioneer Gulf Shipping & Cargo Co LLC,United Arab Emirates,Diamond Pioneer Gulf Shipping & Cargo Co LLC,United Arab Emirates,2023-05-09T00:00:00Z
22259,9153068,EASLINE YANTAI,Eas International Shipping Co. Ltd.,China,Eas International Shipping Co. Ltd.,China,Singapore,Cont,1997,,17705,NK,,,Eas International Shipping Co. Ltd.,China,2020-01-01T00:00:00Z
19945,9153082,ALS SUZURAN,Asiatic Lloyd Shipping Pte Ltd,Singapore,Asiatic Lloyd Shipping Pte Ltd,Singapore,Singapore,Cont,1997,,17704,NK,,,Asiatic Lloyd Shipping Pte Ltd,Singapore,2020-01-01T00:00:00Z
22873,9153898,DA FU,China Ocean Shipping Co (Cosco) Guangzhou,China,China Ocean Shipping Co (Cosco) Guangzhou,China,Panama,Gen,1998,,16957,LR,,,China Ocean Shipping Co (Cosco) Guangzhou,China,2020-01-01T00:00:00Z
16483,9154505,SPLIT,Jadroplov International Maritime Transport,Croatia,Jadroplov International Maritime Transport,Croatia,Croatia,Bulk,1998,,42584,BV,Jadroplov International Maritime Transport,Croatia,Jadroplov International Maritime Transport,Croatia,2020-01-01T00:00:00Z
38497,9155016,X-PRESS KOHIMA,Sea Consortium Pte Ltd (X-Press Feeders),Singapore,Sea Consortium Pte Ltd (X-Press Feeders),Singapore,Tuvalu,Cont,1997,,21470,DNV,,,Sea Consortium Pte Ltd (X-Press Feeders),Singapore,2020-01-01T00:00:00Z
15414,9155157,HYUNDAI COSMOPIA,Hyundai LNG Shipping Co Ltd,"Korea, Republic Of",Hyundai LNG Shipping Co Ltd,"Korea, Republic Of",Panama,LNG,2000,,77591,ABS,,,Hyundai LNG Shipping Co Ltd,"Korea, Republic Of",2020-01-01T00:00:00Z
23271,9155767,CHAMPION TERN,Champion Tankers AS,Norway,Champion Tankers AS,Norway,Norway (NIS),Tank,1999,,47363,LR,Thome Ship Management Pte. Ltd,Singapore,Champion Tankers AS,Norway,2020-01-01T00:00:00Z
34184,9156565,STOLT KIKYO,NYK Stolt Shipholding Inc,Japan,NYK Stolt Shipholding Inc,Japan,Liberia,Chem,1998,,11545,LR,Stolt Tankers B.V,Netherlands,NYK Stolt Shipholding Inc,Japan,2020-01-01T00:00:00Z
1738,9157478,SMS BROS,Sai Saburi Consulting Services Pvt Ltd,India,Sai Saburi Consulting Services Pvt Ltd,India,Panama,LPG,1998,,23293,DNV,Sai Saburi Consulting Services Pvt Ltd,India,Sai Saburi Consulting Services Pvt Ltd,India,2023-05-01T00:00:00Z
36863,9157521,AU LEO,Musim Mas Group,Indonesia,Musim Mas Group,Indonesia,Panama,Chem,1997,,16008,NK,Maximus Marine Pte. Ltd.,Singapore,Musim Mas Group,Indonesia,2020-01-01T00:00:00Z
27837,9157624,SK SUMMIT,SK Shipping Co Ltd,"Korea, Republic Of",SK Shipping Co Ltd,"Korea, Republic Of",South Korea,LNG,1999,,76064,KR,,,SK Shipping Co Ltd,"Korea, Republic Of",2020-01-01T00:00:00Z
27836,9157739,SK SUPREME,SK Shipping Co Ltd,"Korea, Republic Of",SK Shipping Co Ltd,"Korea, Republic Of",Panama,LNG,2000,,75319,ABS,,,SK Shipping Co Ltd,"Korea, Republic Of",2020-01-01T00:00:00Z
9462,9159426,RUBYRED,Sicuro SA,Greece,Sicuro SA,Greece,Liberia,Bulk,1997,,48225,NK,,,Sicuro SA,Greece,2020-11-05T00:00:00Z
27450,9160841,SHARON,Segara Gloria Anugrah Marine,Indonesia,Segara Gloria Anugrah Marine,Indonesia,Indonesia,Tank,1998,,18294,ABS,Segara Gloria Anugrah Marine,Indonesia,Segara Gloria Anugrah Marine,Indonesia,2020-01-01T00:00:00Z
26617,9162277,THORSKY,Thor Dahl Management AS,Norway,Thor Dahl Management AS,Norway,Liberia,Cont,1999,,30135,DNV,,,Thor Dahl Management AS,Norway,2020-01-01T00:00:00Z
31479,9163269,PETERPAUL,Unicredit Leasing Spa,Italy,Unicredit Leasing Spa,Italy,Cyprus,Tank,1998,,35994,NK,Unicredit Leasing Spa,Italy,Unicredit Leasing Spa,Italy,2020-01-01T00:00:00Z
7370,9163441,A GALAXY,Taiwanese,"Taiwan, Province Of China",Taiwanese,"Taiwan, Province Of China",Panama,Cont,1997,,24548,LR,,,Taiwanese,"Taiwan, Province Of China",2022-01-27T00:00:00Z
704,9163489,MABROKAH,Caesar Maritime Co SA,United Arab Emirates,Caesar Maritime Co SA,United Arab Emirates,Palau,Bulk,1997,,45572,NK,Caesar Maritime Co SA,United Arab Emirates,Caesar Maritime Co SA,United Arab Emirates,2023-08-05T00:00:00Z
36741,9164029,RU YI I,Multimax Shipping Pte Ltd,Singapore,Multimax Shipping Pte Ltd,Singapore,Panama,Gen,1999,,17538,LR,,,Multimax Shipping Pte Ltd,Singapore,2020-01-01T00:00:00Z
6937,9164445,GLORIA,Oceanic Shipmanagement FZC,United Arab Emirates,Oceanic Shipmanagement FZC,United Arab Emirates,Marshall Islands,Bulk,1998,,77663,IR,,,Oceanic Shipmanagement FZC,United Arab Emirates,2022-03-01T00:00:00Z
17122,9164500,GLOBAL STAR,Billion Star Marine Services Ltd.,"Taiwan, Province Of China",Billion Star Marine Services Ltd.,"Taiwan, Province Of China",Panama,Chem,1999,,13865,ABS,Glory International FZ-LLC,United Arab Emirates,Billion Star Marine Services Ltd.,"Taiwan, Province Of China",2020-01-01T00:00:00Z
3084,9165695,DON,Angara Denizcilik ve Ticaret Ltd Sti,Turkey,Angara Denizcilik ve Ticaret Ltd Sti,Turkey,Barbados,Bulk,2000,,18367,NK,Carpenso Alliance Inc,Turkey,Angara Denizcilik ve Ticaret Ltd Sti,Turkey,2023-01-29T00:00:00Z
26910,9166560,ZHEN HUA 7,Shanghai Zhenhua Shipping Co Ltd,China,Shanghai Zhenhua Shipping Co Ltd,China,Liberia,Gen,1998,,48127,CC,Shanghai Zhenhua Shipping Co. Ltd.,China,Shanghai Zhenhua Shipping Co Ltd,China,2020-01-01T00:00:00Z
