id,imo,vessel_name,beneficial_owner,beneficial_owner_country,operator,operator_country,flag_name,vessel_type_code,built_year,buyer,dwt_design,class1_code,technical_manager,technical_manager_country,commercial_manager,commercial_manager_country,modified_at
7739,9389899,ATLANTAS,Capital Maritime & Trading Corp,Greece,Capital Maritime & Trading Corp,Greece,Liberia,Tank,2010,,321300,LR,International Tanker Management Ltd,United Arab Emirates,International Tanker Management Ltd,United Arab Emirates,2021-12-29T00:00:00Z
2712,9714654,NAVIGATOR EQUATOR,Navigator Greater Bay Gas Corp,United Kingdom,Pacific Gas Pte Ltd,Singapore,Hong Kong,LPG,2019,,23724,DNV,PG Shipmanagement Pte Ltd,Singapore,,,2023-03-02T00:00:00Z
38418,9186716,VIRGO,Raffles Shipmanagement Services Pte. Ltd.,Singapore,Raffles Shipmanagement Services Pte. Ltd.,Singapore,Tuvalu,Chem,1999,,13362,BV,Xing Xin Energy Co Ltd,"Taiwan, Province Of China",Raffles Shipmanagement Services Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
15393,9161596,YING LI,HongKong Everstar Maritime Co,Hong Kong,HongKong Everstar Maritime Co,Hong Kong,Panama,Bulk,1997,,42717,RI,,,HongKong Everstar Maritime Co,Hong Kong,2020-01-01T00:00:00Z
6162,9484792,SCARLETT,Unknown Chinese,China,Unknown Chinese,China,Hong Kong,Bulk,2012,,176000,LR,Goodwood Ship Management Pte. Ltd.,Singapore,Unknown Chinese,China,2022-04-04T00:00:00Z
9727,9461336,GOLDEN ARION,Golden Ocean Group Ltd (GOGL),Bermuda,Golden Ocean Group Ltd (GOGL),Bermuda,Marshall Islands,Bulk,2011,,82188,BV,OSM Maritime Ship Mgmt Dry Pte,Singapore,Golden Ocean Group Ltd (GOGL),Bermuda,2020-01-01T00:00:00Z
9698,9749855,AMADEUS,Goulandris Brothers Ltd.,Greece,Goulandris Brothers Ltd.,Greece,Panama,Bulk,2016,,81676,LR,Anglo-Eastern Ship Management Ltd,Hong Kong,Goulandris Brothers Ltd.,Greece,2020-01-01T00:00:00Z
8231,9530905,ALSACE,Euronav NV,Belgium,Euronav NV,Belgium,France (FIS),Tank,2012,,299999,LR,Euronav Ship Management SAS,Belgium,Euronav NV,Belgium,2021-11-15T00:00:00Z
25267,9570943,ENCORE,Soosung Corp. Ltd.,"Korea, Republic Of",Soosung Corp. Ltd.,"Korea, Republic Of",Panama,Gen,2010,,17556,KR,,,Soosung Corp. Ltd.,"Korea, Republic Of",2020-01-01T00:00:00Z
32713,9117856,DELLA,Unknown Chinese,China,Unknown Chinese,China,Panama,Bulk,1996,,27258,NK,Jadeland Marine Ltd,China,Unknown Chinese,China,2020-01-01T00:00:00Z
12061,9301469,ETOILE,F A Vinnen & Co GmbH & Co KG,Germany,F A Vinnen & Co GmbH & Co KG,Germany,Malta,Cont,2005,,34252,DNV,F.A. Vinnen & Co. GmbH & Co. KG,Germany,F A Vinnen & Co GmbH & Co KG,Germany,2020-01-01T00:00:00Z
25111,9391581,RCC ASIA,Stamco Ship Management Co. Ltd,Greece,Stamco Ship Management Co. Ltd,Greece,Bahamas,PCC,2009,,21037,DNV,,,Stamco Ship Management Co. Ltd,Greece,2020-01-01T00:00:00Z
4977,9305879,MERATUS JAYAKARTA,PT Meratus Line,Indonesia,Maersk A/S,Denmark,Indonesia,Cont,2005,,33594,LR,,,Maersk A/S,Denmark,2022-05-27T00:00:00Z
27137,9473767,TWINLUCK SW,Shih Wei Navigation Co. Ltd.,"Taiwan, Province Of China",Shih Wei Navigation Co. Ltd.,"Taiwan, Province Of China",Panama,Bulk,2012,,31877,NK,,,Shih Wei Navigation Co. Ltd.,"Taiwan, Province Of China",2020-01-01T00:00:00Z
7833,9392729,VEGA STETIND,Aditya Birla Group,India,Aditya Birla Group,India,Marshall Islands,Bulk,2008,,55496,DNV,Thome Shipping Pte Ltd,Singapore,Aditya Birla Group,India,2021-12-22T00:00:00Z
31502,9276171,ACHILLES,Transocean Maritime Agencies S.A.M.,Monaco,Transocean Maritime Agencies S.A.M.,Monaco,Marshall Islands,Bulk,2004,,76878,NK,,,Transocean Maritime Agencies S.A.M.,Monaco,2020-01-01T00:00:00Z
7274,9365790,CMA CGM BUTTERFLY,Reederei Claus-Peter Offen Gmbh & Co KG,Germany,Reederei Claus-Peter Offen Gmbh & Co KG,Germany,Germany,Cont,2008,,120934,DNV,,,Reederei Claus-Peter Offen Gmbh & Co KG,Germany,2022-02-07T00:00:00Z
39465,9867267,SOUTHERN WOLF,Sansho Kaiun Co. Ltd.,Japan,Sansho Kaiun Co. Ltd.,Japan,Liberia,Chem,2019,,21026,NK,Sansho Kaiun Co. Ltd.,Japan,Sansho Kaiun Co. Ltd.,Japan,2020-01-01T00:00:00Z
24715,9878345,LIBRA CONFIDENCE,SUMEC Group Corp,China,SUMEC Group Corp,China,Marshall Islands,Bulk,2019,,63220,BV,V Ships Shanghai Ltd,China,SUMEC Group Corp,China,2020-01-01T00:00:00Z
31156,9760134,MEDI NORFOLK,Tsurumi Kisen Co. Ltd.,Japan,Tsurumi Kisen Co. Ltd.,Japan,Panama,Bulk,2019,,60384,NK,,,Tsurumi Kisen Co. Ltd.,Japan,2020-01-01T00:00:00Z
33525,9659830,KM HAKATA,Nippon Yusen Kaisha (N Y K),Japan,Nippon Yusen Kaisha (N Y K),Japan,Panama,Bulk,2013,,95349,NK,Synergy Marine Pte Ltd,Singapore,Nippon Yusen Kaisha (N Y K),Japan,2020-01-01T00:00:00Z
28714,9063275,ASEAN RESTORER,Singapore Telecommunications Pte. Ltd.,Singapore,Singapore Telecommunications Pte. Ltd.,Singapore,Singapore,Offs,1994,,5235,LR,,,Singapore Telecommunications Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
