id,imo,vessel_name,beneficial_owner,beneficial_owner_country,operator,operator_country,flag_name,vessel_type_code,built_year,buyer,dwt_design,class1_code,technical_manager,technical_manager_country,commercial_manager,commercial_manager_country,modified_at
9769,7821829,MAPLE,Golden Star Marine Pte. Ltd.,Singapore,Golden Star Marine Pte. Ltd.,Singapore,St Kitts-Nevis,Tank,1979,,3046,,,,Golden Star Marine Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
20385,8021854,NINGALOO VISION,Apache Corp.,United States of America,Apache Corp.,United States of America,Liberia,Tank,1981,,101832,LR,,,Apache Corp.,United States of America,2020-01-01T00:00:00Z
24594,8029583,AN WEI,Swire Pacific Offshore Services Ltd.,Hong Kong,Swire Pacific Offshore Services Ltd.,Hong Kong,Singapore,Offs,1981,,1090,ABS,,,Swire Pacific Offshore Services Ltd.,Hong Kong,2020-01-01T00:00:00Z
41515,8110382,INTER MARINE,PK Group of Companies,Thailand,PK Group of Companies,Thailand,Thailand,Tank,1981,,2200,,,,PK Group of Companies,Thailand,2020-01-01T00:00:00Z
17535,8110526,WIRA KERIS,Bahtera Wira Sdn Bhd,Malaysia,Bahtera Wira Sdn Bhd,Malaysia,Malaysia,Offs,1981,,1065,ABS,,,Bahtera Wira Sdn Bhd,Malaysia,2020-01-01T00:00:00Z
13577,8122153,KIM HENG 2801,Kim Heng Group of Companies,Singapore,Kim Heng Group of Companies,Singapore,Kiribati,Offs,1982,,400,ABS,,,Kim Heng Group of Companies,Singapore,2020-01-01T00:00:00Z
27995,8211837,SIRICHI REEFER,Sirichai Fisheries Co Ltd.,Thailand,Sirichai Fisheries Co Ltd.,Thailand,Thailand,Reef,1983,,3357,LR,,,Sirichai Fisheries Co Ltd.,Thailand,2020-01-01T00:00:00Z
17416,8223505,EDRICKO 1,Bitumen Marasende,Indonesia,Bitumen Marasende,Indonesia,Indonesia,Tank,1983,,1212,RI,,,Bitumen Marasende,Indonesia,2020-01-01T00:00:00Z
22317,8606056,GMT ASTRO,Doriko Ltd,"Korea, Republic Of",Doriko Ltd,"Korea, Republic Of",Panama,PCC,1987,,16141,DNV,,,Doriko Ltd,"Korea, Republic Of",2020-01-01T00:00:00Z
16035,8717740,MARINE ALLIANCE,Hin Leong Trading (Pte.) Lt.d,Singapore,Hin Leong Trading (Pte.) Lt.d,Singapore,Singapore,Tank,1988,,740,NK,,,Hin Leong Trading (Pte.) Lt.d,Singapore,2020-01-01T00:00:00Z
28348,8717934,SENNA 4,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1989,,3230,NK,Siam Lucky Marine Co Ltd,Thailand,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
17892,8802090,BALTIC SUMMER,Baltic Reefers Agency Ltd,United Kingdom,Baltic Reefers Agency Ltd,United Kingdom,Liberia,Reef,1989,,12350,RI,,,Baltic Reefers Agency Ltd,United Kingdom,2020-01-01T00:00:00Z
9898,8808161,SEI SHIN,Green World Co. Ltd.,"Korea, Republic Of",Green World Co. Ltd.,"Korea, Republic Of",South Korea,Reef,1988,,2267,KR,,,Green World Co. Ltd.,"Korea, Republic Of",2020-01-01T00:00:00Z
37423,8813659,NANTA BHUM,Regional Container Lines Public Company Ltd,Thailand,Regional Container Lines Public Company Ltd,Thailand,Thailand,Cont,1990,,14800,DNV,,,Regional Container Lines Public Company Ltd,Thailand,2020-01-01T00:00:00Z
41601,8818219,GAS GEMINI,Petrogas Shipping,Singapore,Petrogas Shipping,Singapore,Panama,LPG,1990,,49996,RI,Pioneer Shipmanagement Pte Ltd,Singapore,Petrogas Shipping,Singapore,2020-01-01T00:00:00Z
26175,8850918,GAS PIONEER,Teknogas (M) Sdn Bhd,Malaysia,Teknogas (M) Sdn Bhd,Malaysia,Malaysia,LPG,1992,,1400,BV,,,Teknogas (M) Sdn Bhd,Malaysia,2020-01-01T00:00:00Z
12747,8901949,OMURA,Global Energy International Ltd. (GEI),Singapore,Global Energy International Ltd. (GEI),Singapore,Unknown,Tank,1989,,4854,RI,,,Global Energy International Ltd. (GEI),Singapore,2020-01-01T00:00:00Z
38133,8902137,ORIENTAL JADE,PT Pelayaran Nusantara Salam Pacific Indonesia Line,Indonesia,PT Pelayaran Nusantara Salam Pacific Indonesia Line,Indonesia,Indonesia,Cont,1990,,26288,KI,,,PT Pelayaran Nusantara Salam Pacific Indonesia Line,Indonesia,2020-01-01T00:00:00Z
28360,8902371,ORLANDO 1,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Bahamas,LPG,1990,,50748,ABS,Bernhard Schulte (Singapore),Singapore,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
11705,8904070,FONG KUO No. 818,Fong Kuo Fishery Co. Ltd.,"Taiwan, Province Of China",Fong Kuo Fishery Co. Ltd.,"Taiwan, Province Of China",Panama,Reef,1990,,6451,NK,,,Fong Kuo Fishery Co. Ltd.,"Taiwan, Province Of China",2020-01-01T00:00:00Z
9372,8908557,SANMAR ROYAL,Hartmann Schiffahrts GmbH & Co. KG,Germany,Hartmann Schiffahrts GmbH & Co. KG,Germany,Marshall Islands,LPG,1995,,12196,LR,Hartmann Gas Carriers Germany GmbH & Co. KG,Germany,Sanmar Shipping Ltd,India,2020-11-27T00:00:00Z
28332,8910902,MIURA,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1991,,56945,LR,Bernhard Schulte (Singapore),Singapore,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
22095,8911580,EXPLORER,Equatorial Marine Fuel Management Services Pte. Ltd.,Singapore,Equatorial Marine Fuel Management Services Pte. Ltd.,Singapore,Singapore,Tank,1989,,1102,NK,,,Equatorial Marine Fuel Management Services Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
31481,8922292,GAS DOLLART,Unifleet BV,Netherlands,Unifleet BV,Netherlands,Malaysia,LPG,1990,,4998,BV,Uni-Fleet Sdn Bhd,Malaysia,Unifleet BV,Netherlands,2020-01-01T00:00:00Z
9511,9000883,GAS JENNY,Shandong Shipping Corp,China,Shandong Shipping Corp,China,Panama,LPG,1991,,49345,RI,Nirvana Shipping Ltd,Hong Kong,Shandong Shipping Corp,China,2020-10-13T00:00:00Z
28333,9005065,APHRODITE,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1993,,49880,RI,Bernhard Schulte (Singapore),Singapore,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
17574,9005106,ELEANOR I,Bahari Nusantara,Indonesia,Bahari Nusantara,Indonesia,Indonesia,LPG,1990,,4316,DNV,,,Bahari Nusantara,Indonesia,2020-01-01T00:00:00Z
28338,9005182,SENNA 2,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1991,,4421,NK,,,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
11384,9006239,HANNE DANICA,H Folmer & Co.,Denmark,H Folmer & Co.,Denmark,Denmark (DIS),Gen,1991,,2191,PR,,,H Folmer & Co.,Denmark,2020-01-01T00:00:00Z
11375,9006241,MARIANNE DANICA,H Folmer & Co.,Denmark,H Folmer & Co.,Denmark,Denmark,Gen,1993,,2100,PR,H Folmer & Co I/S,Denmark,H Folmer & Co.,Denmark,2020-01-01T00:00:00Z
10423,9008146,FUJISAN,Government of the People's Republic of China,China,Government of the People's Republic of China,China,Panama,Gen,1992,,6266,PR,Orient Marine International Co.,Greece,Government of the People's Republic of China,China,2020-01-01T00:00:00Z
14393,9014456,NEXO,Kunlun Holding Co. Ltd.,China,Kunlun Holding Co. Ltd.,China,Panama,LPG,1993,,49996,BV,,,Kunlun Holding Co. Ltd.,China,2020-01-01T00:00:00Z
10638,9017056,PISCES,Hai Soon Diesel & Trading Pte.,Singapore,Hai Soon Diesel & Trading Pte.,Singapore,Cook Islands,Tank,1991,,1617,NK,,,Hai Soon Diesel & Trading Pte.,Singapore,2020-01-01T00:00:00Z
16019,9019327,OCEAN PRESTIGE,Hin Leong Trading (Pte.) Lt.d,Singapore,Hin Leong Trading (Pte.) Lt.d,Singapore,Singapore,Tank,1990,,4999,NK,,,Hin Leong Trading (Pte.) Lt.d,Singapore,2020-01-01T00:00:00Z
31194,9019602,TENEO,Tyco Global Networks Ltd.,Bermuda,Tyco Global Networks Ltd.,Bermuda,Indonesia,Offs,1992,,1736,BV,Louis Dreyfus Armateurs SAS,France,Tyco Global Networks Ltd.,Bermuda,2020-01-01T00:00:00Z
17424,9020845,ERICA 9,Bitumen Marasende,Indonesia,Bitumen Marasende,Indonesia,Indonesia,Tank,1991,,1231,NK,,,Bitumen Marasende,Indonesia,2020-01-01T00:00:00Z
17414,9031909,EDRICKO 2,Bitumen Marasende,Indonesia,Bitumen Marasende,Indonesia,Indonesia,Tank,1991,,2131,NK,,,Bitumen Marasende,Indonesia,2020-01-01T00:00:00Z
10881,9032331,MALAYSIA STAR,Harbour-Link Group Bhd,Malaysia,Harbour-Link Group Bhd,Malaysia,Malaysia,VP,1991,,9313,NK,Supership Marine Services Inc.,Philippines,Harbour-Link Group Bhd,Malaysia,2020-01-01T00:00:00Z
10882,9034688,M- M- MARINER,Harbour-Link Group Bhd,Malaysia,Harbour-Link Group Bhd,Malaysia,Malaysia,Cont,1991,,5960,NK,,,Harbour-Link Group Bhd,Malaysia,2020-01-01T00:00:00Z
33863,9035852,SHAHAMAH,National Gas Shipping Co. (NGSCO),United Arab Emirates,National Gas Shipping Co. (NGSCO),United Arab Emirates,Liberia,LNG,1994,,71931,DNV,,,National Gas Shipping Co. (NGSCO),United Arab Emirates,2020-01-01T00:00:00Z
33873,9038440,AL KHAZNAH,National Gas Shipping Co. (NGSCO),United Arab Emirates,National Gas Shipping Co. (NGSCO),United Arab Emirates,Liberia,LNG,1994,,71543,DNV,,,National Gas Shipping Co. (NGSCO),United Arab Emirates,2020-01-01T00:00:00Z
33876,9038452,GHASHA,National Gas Shipping Co. (NGSCO),United Arab Emirates,National Gas Shipping Co. (NGSCO),United Arab Emirates,Liberia,LNG,1995,,71593,DNV,,,National Gas Shipping Co. (NGSCO),United Arab Emirates,2020-01-01T00:00:00Z
35305,9041655,TRIS GAS,Marshal Shipping LLC,United Arab Emirates,Marshal Shipping LLC,United Arab Emirates,Panama,LPG,1992,,50400,BV,Seamaster Hong Kong Ltd,Hong Kong,Marshal Shipping LLC,United Arab Emirates,2020-01-01T00:00:00Z
31525,9043512,RELIANCE,Transocean Oil Pte. Ltd.,Singapore,Transocean Oil Pte. Ltd.,Singapore,Singapore,Tank,1992,,4118,LR,,,Transocean Oil Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
37410,9046423,YANTRA BHUM,Regional Container Lines Public Company Ltd,Thailand,Regional Container Lines Public Company Ltd,Thailand,Singapore,Cont,1993,,15345,DNV,,,Regional Container Lines Public Company Ltd,Thailand,2020-01-01T00:00:00Z
28729,9046928,MRM V,Singapore Salvage Engineers Pte. Ltd.,Singapore,Singapore Salvage Engineers Pte. Ltd.,Singapore,Singapore,Tank,1991,,1414,DNV,,,Singapore Salvage Engineers Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
2621,9050292,HAI CHANG,Unknown Chinese,China,Unknown Chinese,China,Panama,Bulk,1995,,47574,RI,Haichang Shipping Ltd,Hong Kong,Unknown Chinese,China,2023-03-09T00:00:00Z
10877,9051741,RUN DE,Hanssy Shipping Pte Ltd,Singapore,Hanssy Shipping Pte Ltd,Singapore,Hong Kong,Gen,1993,,7810,NK,,,Hanssy Shipping Pte Ltd,Singapore,2020-01-01T00:00:00Z
33608,9053505,,Nippon Yusen Kaisha (N Y K),Japan,Nippon Yusen Kaisha (N Y K),Japan,Panama,PCC,1994,,17183,DNV,Doriko Ltd,"Korea, Republic Of",Nippon Yusen Kaisha (N Y K),Japan,2020-01-01T00:00:00Z
28427,9053658,REGAL BAY,Siem Shipping UK Ltd,Norway,Siem Shipping UK Ltd,Norway,Bahamas,Reef,1993,,10520,BV,,,Siem Shipping UK Ltd,Norway,2020-01-01T00:00:00Z
24701,9054779,SA HYANG SAN 1,Sunny International Shipping Co. Ltd.,Hong Kong,Sunny International Shipping Co. Ltd.,Hong Kong,Palau,Gen,1992,,5849,NK,HongKong Yong Xiang Shipping Ltd,Hong Kong,Sunny International Shipping Co. Ltd.,Hong Kong,2020-01-01T00:00:00Z
29262,9054872,ATLANTIC OCEAN,Wee Tiong (S) Pte Ltd,Singapore,Wee Tiong (S) Pte Ltd,Singapore,Singapore,Tank,1992,,2892,NK,,,Wee Tiong (S) Pte Ltd,Singapore,2020-01-01T00:00:00Z
16225,9055450,GSS YANGON,Iseaco Holdings Pte Ltd,Singapore,Iseaco Holdings Pte Ltd,Singapore,Panama,Cont,1993,,18166,BV,,,Iseaco Holdings Pte Ltd,Singapore,2020-01-01T00:00:00Z
24935,9056519,TANTO SETIA,Tanto Intim Lines PT,Indonesia,Tanto Intim Lines PT,Indonesia,Liberia,Cont,1994,,23884,NK,,,Tanto Intim Lines PT,Indonesia,2020-01-01T00:00:00Z
3148,9059133,WAN HAI 215,Wan Hai Lines (HK) Ltd,Hong Kong,Wan Hai Lines (HK) Ltd,Hong Kong,Singapore,Cont,1994,,23801,NK,,,Wan Hai Lines (HK) Ltd,Hong Kong,2023-01-26T00:00:00Z
34261,9060247,SERENITY 1,Ocean Carriers Shipping Ltd.,Greece,Ocean Carriers Shipping Ltd.,Greece,Cyprus,Bulk,1994,,28458,PR,,,Ocean Carriers Shipping Ltd.,Greece,2020-01-01T00:00:00Z
11701,9061679,BERJAYA I,Foong Sun Shipping (Pte) Ltd.,Singapore,Foong Sun Shipping (Pte) Ltd.,Singapore,Indonesia,Gen,1992,,1123,KI,,,Foong Sun Shipping (Pte) Ltd.,Singapore,2020-01-01T00:00:00Z
36307,9064085,LERICI,Malaysia International Shipping Corp. Berhad (M I S C),Malaysia,Malaysia International Shipping Corp. Berhad (M I S C),Malaysia,Singapore,LNG,1998,,35760,ABS,Eaglestar Shipmanagement,Singapore,Malaysia International Shipping Corp. Berhad (M I S C),Malaysia,2020-01-01T00:00:00Z
16027,9064358,OCEAN REGENT,Hin Leong Trading (Pte.) Lt.d,Singapore,Hin Leong Trading (Pte.) Lt.d,Singapore,Singapore,Tank,1992,,4087,NK,Ocean Tankers (Pte.) Ltd.,Singapore,Hin Leong Trading (Pte.) Lt.d,Singapore,2020-01-01T00:00:00Z
19202,9065089,BERGPRAI,AMA Marine Co. Ltd.,Thailand,AMA Marine Co. Ltd.,Thailand,Thailand,Chem,1999,,3311,BV,AMA Marine Co. Ltd.,Thailand,AMA Marine Co. Ltd.,Thailand,2020-01-01T00:00:00Z
27621,9066485,SEIN KASAMA,Shandong Zhonglu Fishery Shipping Co Ltd,China,Shandong Zhonglu Fishery Shipping Co Ltd,China,Liberia,Reef,1993,,8039,BV,,,Shandong Zhonglu Fishery Shipping Co Ltd,China,2020-01-01T00:00:00Z
1494,9066667,CRYSTAL SYMPHONY,Genting Hong Kong Ltd,Hong Kong,Crystal Cruises LLC,United States of America,Bahamas,Pass,1995,,4500,DNV,V Ships Leisure SAM,Monaco,Crystal Cruises LLC,United States of America,2023-05-25T00:00:00Z
20333,9070072,CORAL,Anthony Veder Rederijzaken BV,Netherlands,Anthony Veder Rederijzaken BV,Netherlands,Liberia,LPG,1995,,5632,BV,,,Anthony Veder Rederijzaken BV,Netherlands,2020-01-01T00:00:00Z
14755,9070462,K. ASIAN BEAUTY,Korea Line Corp,"Korea, Republic Of",Korea Line Corp,"Korea, Republic Of",Panama,PCC,1994,,13308,KR,,,Korea Line Corp,"Korea, Republic Of",2020-01-01T00:00:00Z
33508,9073701,SANG SHIN,Nippon Yusen Kaisha (N Y K),Japan,Nippon Yusen Kaisha (N Y K),Japan,Panama,PCC,1994,,16178,DNV,,,Nippon Yusen Kaisha (N Y K),Japan,2020-01-01T00:00:00Z
11698,9073907,BERJAYA II,Foong Sun Shipping (Pte) Ltd.,Singapore,Foong Sun Shipping (Pte) Ltd.,Singapore,Indonesia,Gen,1992,,1123,KI,,,Foong Sun Shipping (Pte) Ltd.,Singapore,2020-01-01T00:00:00Z
3392,9074652,UMM AL ASHTAN,ADNOC Logistics & Services Ltd,United Arab Emirates,ADNOC Logistics & Services Ltd,United Arab Emirates,Liberia,LNG,1997,,72950,LR,ADNOC Logistics & Services Ltd,United Arab Emirates,ADNOC Logistics & Services Ltd,United Arab Emirates,2022-12-21T00:00:00Z
19051,9075424,COUGAR SATU,Alamgala Resources Sdn Bhd,Malaysia,Alamgala Resources Sdn Bhd,Malaysia,Singapore,Tank,1995,,12210,NK,Alamgala Resources Sdn Bhd,Malaysia,Alamgala Resources Sdn Bhd,Malaysia,2020-01-01T00:00:00Z
15965,9075709,HOEGH TRIDENT,Hoegh Autolines AS,Norway,Hoegh Autolines AS,Norway,Norway (NIS),PCC,1995,,21423,DNV,Hoegh Autoliners Management AS,Norway,Hoegh Autolines AS,Norway,2020-01-01T00:00:00Z
28548,9081019,OEL MALAYSIA,Shreyas Shipping & Logistics Ltd.,India,Shreyas Shipping & Logistics Ltd.,India,Panama,Cont,1996,,20072,DNV,,,Shreyas Shipping & Logistics Ltd.,India,2020-01-01T00:00:00Z
13519,9082324,OLYMPIAN HIGHWAY,Kawasaki Kisen K.K. (K Line),Japan,Kawasaki Kisen K.K. (K Line),Japan,Malaysia,PCC,1995,,14226,NK,,,Kawasaki Kisen K.K. (K Line),Japan,2020-01-01T00:00:00Z
7331,9085613,AL KHOR,MOL/NYK/K Line,Japan,MOL/NYK/K Line,Japan,Marshall Islands,LNG,1996,,72176,NK,,,MOL/NYK/K Line,Japan,2022-01-31T00:00:00Z
7326,9085625,AL WAJBAH,MOL/NYK/K Line,Japan,MOL/NYK/K Line,Japan,Marshall Islands,LNG,1997,,72348,NK,,,MOL/NYK/K Line,Japan,2022-01-31T00:00:00Z
1119,9085637,DOHA,Qatar Energy,Qatar,Qatar Liquidfied Gas Co Ltd (Qatargas),Qatar,Marshall Islands,LNG,1999,,72337,NK,NYK LNG SHIPMANAGEMENT LTD,Japan,Qatar Liquidfied Gas Co Ltd (Qatargas),Qatar,2023-06-29T00:00:00Z
7327,9085649,AL ZUBARAH,MOL/NYK/K Line,Japan,MOL/NYK/K Line,Japan,Marshall Islands,LNG,1996,,72557,NK,,,MOL/NYK/K Line,Japan,2022-01-31T00:00:00Z
7329,9085651,BROOG,MOL/NYK/K Line,Japan,MOL/NYK/K Line,Japan,Marshall Islands,LNG,1998,,72339,NK,,,MOL/NYK/K Line,Japan,2022-01-31T00:00:00Z
7330,9086734,AL RAYYAN,MOL/NYK/K Line,Japan,MOL/NYK/K Line,Japan,Marshall Islands,LNG,1997,,72430,NK,,,MOL/NYK/K Line,Japan,2022-01-31T00:00:00Z
7352,9086746,AL WAKRAH,MOL/NYK/K Line,Japan,MOL/NYK/K Line,Japan,Marshall Islands,LNG,1998,,72288,NK,,,MOL/NYK/K Line,Japan,2022-01-31T00:00:00Z
24959,9086758,TAISEI MARU No. 24,Taiseimaru Kaiun K.K.,Japan,Taiseimaru Kaiun K.K.,Japan,Japan,Reef,1994,,6365,NK,,,Taiseimaru Kaiun K.K.,Japan,2020-01-01T00:00:00Z
17426,9087893,EDRICKO 3,Bitumen Marasende,Indonesia,Bitumen Marasende,Indonesia,Indonesia,Tank,1994,,1400,RI,,,Bitumen Marasende,Indonesia,2020-01-01T00:00:00Z
12657,9088146,CLEANSEAS MOKARA,Golden Island Diesel Oil Trading Pte Ltd,Singapore,Golden Island Diesel Oil Trading Pte Ltd,Singapore,Singapore,Chem,1993,,1124,KR,Golden Island Diesel Oil Trading Pte.,Singapore,Golden Island Diesel Oil Trading Pte Ltd,Singapore,2020-01-01T00:00:00Z
15963,9088237,HOEGH KUNSAN,Hoegh Autolines AS,Norway,Hoegh Autolines AS,Norway,Singapore,PCC,1996,,13778,LR,HMC Shipmanagement Co Ltd,China,Hoegh Autolines AS,Norway,2020-01-01T00:00:00Z
8188,9088249,PELAGIC PIRANHA,Hoegh Autolines AS,Norway,Hoegh Autolines AS,Norway,Malta,PCC,1997,,13744,LR,Intership Navigation Co - MAI,Greece,Hoegh Autolines AS,Norway,2021-11-18T00:00:00Z
31815,9088536,EVERRICH 10,Truong Phat Loc Shipping Trading JSC,Viet Nam,Truong Phat Loc Shipping Trading JSC,Viet Nam,Panama,LPG,1996,,49679,NK,Truong Phat Loc Shipping Trading JSC,Viet Nam,Truong Phat Loc Shipping Trading JSC,Viet Nam,2020-01-01T00:00:00Z
36765,9101106,MTT KUCHING DUA,MTT & Priority Group,Malaysia,MTT & Priority Group,Malaysia,Malaysia,Cont,1995,,18595,NK,,,MTT & Priority Group,Malaysia,2020-01-01T00:00:00Z
15661,9101651,HARBOUR ZENITH,Heung-A Shipping Co.,"Korea, Republic Of",Heung-A Shipping Co.,"Korea, Republic Of",Malaysia,Cont,1995,,10354,RI,,,Heung-A Shipping Co.,"Korea, Republic Of",2020-01-01T00:00:00Z
40305,9102289,OOCL CALIFORNIA,Orient Overseas International Ltd. (OOIL),Hong Kong,Orient Overseas International Ltd. (OOIL),Hong Kong,Hong Kong,Cont,1995,,67765,ABS,Orient Overseas Container Line Ltd,Hong Kong,Orient Overseas International Ltd. (OOIL),Hong Kong,2020-01-01T00:00:00Z
13965,9104017,WILSON BALTIC,JMB Bjerrum & Jensen ApS,Denmark,JMB Bjerrum & Jensen ApS,Denmark,Denmark (DIS),Offs,1996,,4115,LR,,,JMB Bjerrum & Jensen ApS,Denmark,2020-01-01T00:00:00Z
26239,9104445,HAWKS PRIDE,The Hawks Pvt Ltd,Maldives,The Hawks Pvt Ltd,Maldives,Panama,Tank,1995,,2952,KR,,,The Hawks Pvt Ltd,Maldives,2020-01-01T00:00:00Z
16431,9105360,KATAH,Ji Sung Shipping Co Ltd,"Korea, Republic Of",Ji Sung Shipping Co Ltd,"Korea, Republic Of",South Korea,Reef,1995,,5232,KR,,,Ji Sung Shipping Co Ltd,"Korea, Republic Of",2020-01-01T00:00:00Z
2540,9105994,VASI STAR,Vasi Shipping Pte Ltd,Singapore,Vasi Shipping Pte Ltd,Singapore,Liberia,Cont,1996,,23064,LR,,,Vasi Shipping Pte Ltd,Singapore,2023-03-20T00:00:00Z
27108,9107253,FRIEND 3,Shin Yang Shipping Corp Bhd,Malaysia,Shin Yang Shipping Corp Bhd,Malaysia,Malaysia,Gen,1995,,7919,NK,,,Shin Yang Shipping Corp Bhd,Malaysia,2020-01-01T00:00:00Z
2790,9108116,SEA WIN,Sinounion Shipping Service Ltd,China,Sinounion Shipping Service Ltd,China,Panama,Bulk,1996,,45693,NK,Shenglian International Ship Management Co Ltd,Hong Kong,Sinounion Shipping Service Ltd,China,2023-02-23T00:00:00Z
430,9108233,SIDRA OCEAN,Ada Marine Denizcilik Dis Ticaret Ltd Sti,Turkey,Ada Marine Denizcilik Dis Ticaret Ltd Sti,Turkey,Panama,Cont,1995,,18585,LR,Ada Marine Denizcilik Dis Ticaret Ltd Sti,Turkey,Ada Marine Denizcilik Dis Ticaret Ltd Sti,Turkey,2023-09-03T00:00:00Z
10633,9109897,NANA SATU,Hai Soon Diesel & Trading Pte.,Singapore,Hai Soon Diesel & Trading Pte.,Singapore,Cook Islands,Tank,1994,,2831,NK,PT Bandar Kota Belian,Indonesia,Hai Soon Diesel & Trading Pte.,Singapore,2020-01-01T00:00:00Z
18906,9111436,PIONEER,Broken Hill Proprietary (BHP),Australia,Broken Hill Proprietary (BHP),Australia,Hong Kong,Bulk,1996,,22140,LR,Raffles Technical Services Pte Ltd,Singapore,Broken Hill Proprietary (BHP),Australia,2020-01-01T00:00:00Z
15486,9112557,IDM DOODLE,IDM Mana Pte Ltd,Singapore,IDM Mana Pte Ltd,Singapore,Panama,RoRo,1995,,11464,IR,,,IDM Mana Pte Ltd,Singapore,2020-01-01T00:00:00Z
37413,9112686,CHANA BHUM,Regional Container Lines Public Company Ltd,Thailand,Regional Container Lines Public Company Ltd,Thailand,Singapore,Cont,1996,,13825,DNV,,,Regional Container Lines Public Company Ltd,Thailand,2020-01-01T00:00:00Z
28336,9113379,ATHENA,Siamgas and Petrochemicals PCL,Thailand,Siamgas and Petrochemicals PCL,Thailand,Thailand,LPG,1996,,54155,LR,Goodwood Ship Management Pte. Ltd.,Singapore,Siamgas and Petrochemicals PCL,Thailand,2020-01-01T00:00:00Z
38093,9113991,SINAR TARAKAN,PT Samudera Indonesia Tbk,Indonesia,PT Samudera Indonesia Tbk,Indonesia,Indonesia,LPG,1995,,3821,NK,,,PT Samudera Indonesia Tbk,Indonesia,2020-01-01T00:00:00Z
34516,9114244,BOW CARDINAL,Odfjell Seachem AS,Norway,Odfjell Seachem AS,Norway,Norway (NIS),Chem,1997,,37446,DNV,Odfjell Management AS,Norway,Odfjell Seachem AS,Norway,2020-01-01T00:00:00Z
19646,9116400,SEA EQUATORIAL,Agritrade Resources Limited,Singapore,Agritrade Resources Limited,Singapore,Dominica,Tank,1997,,299999,LR,Singapore Strait Shipping Pte Ltd,Singapore,Agritrade Resources Limited,Singapore,2020-01-01T00:00:00Z
9092,9117129,RATANA THIDA,Regional Container Lines Public Company Ltd,Thailand,Regional Container Lines Public Company Ltd,Thailand,Thailand,Cont,1996,,18196,DNV,RCL Shipmanagement Pte Ltd,Singapore,Regional Container Lines Public Company Ltd,Thailand,2021-03-27T00:00:00Z
23157,9118329,ANTOINE,Chekka Shipping Sa,Greece,Chekka Shipping Sa,Greece,Malta,Bulk,1996,,45190,NK,,,Chekka Shipping Sa,Greece,2020-01-01T00:00:00Z
35588,9118991,ANTARES,Megaports Agencies Pte. Ltd.,Singapore,Megaports Agencies Pte. Ltd.,Singapore,Singapore,Chem,1995,,6701,NK,Megaports Shipmanagement Pte Ltd,Singapore,Megaports Agencies Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
31941,9119660,BLPL TRUST,Transworld Holdings Ltd (Transworld Group),United Arab Emirates,Transworld Holdings Ltd (Transworld Group),United Arab Emirates,Panama,Cont,1996,,20058,DNV,,,Transworld Holdings Ltd (Transworld Group),United Arab Emirates,2020-01-01T00:00:00Z
40285,9122057,OEL HIND,Orient Express Lines (Singapore) Pte. Ltd. (OEL),Singapore,Orient Express Lines (Singapore) Pte. Ltd. (OEL),Singapore,Panama,Cont,1996,,23043,DNV,,,Orient Express Lines (Singapore) Pte. Ltd. (OEL),Singapore,2020-01-01T00:00:00Z
26416,9123099,LADY RANIA,Tianjin Huihang International,China,Tianjin Huihang International,China,Panama,Gen,1996,,29538,PR,,,Tianjin Huihang International,China,2020-01-01T00:00:00Z
39798,9123582,KOTA WANGI,Pacific International Lines Pte Ltd,Singapore,Pacific International Lines Pte Ltd,Singapore,Singapore,Cont,1996,,24657,BV,,,Pacific International Lines Pte Ltd,Singapore,2020-01-01T00:00:00Z
30344,9123881,FLY GURNARD,Yuantai Fuel Trading Pte. Ltd.,Singapore,Yuantai Fuel Trading Pte. Ltd.,Singapore,Dominica,Tank,1996,,13496,ABS,,,Yuantai Fuel Trading Pte. Ltd.,Singapore,2020-01-01T00:00:00Z
23324,9124366,MSC IMMA III,Chartworld Shipping Corp,Greece,Chartworld Shipping Corp,Greece,Panama,Cont,1996,,35980,DNV,MSC Shipmanagement Ltd,Cyprus,Chartworld Shipping Corp,Greece,2020-01-01T00:00:00Z
