"date_","day_part_segment","geo_subcategory","shipcategory","shipcount"
"13/12/2019","Late_Night","Port Bukom","PASSENGER","0"
"13/12/2019","Late_Night","Port Bukom","TANKER","10"
"13/12/2019","Late_Night","Port Jurong Island","CARGO","9"
"13/12/2019","Late_Night","Port Jurong Island","PASSENGER","0"
"13/12/2019","Late_Night","Port Jurong Island","TANKER","39"
"13/12/2019","Late_Night","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2019","Late_Night","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2019","Late_Night","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2019","Late_Night","Port Pasir Panjang","CARGO","33"
"13/12/2019","Late_Night","Port Pasir Panjang","PASSENGER","0"
"13/12/2019","Late_Night","Port Pasir Panjang","TANKER","14"
"13/12/2019","Late_Night","Port Tanjong Pagar","CARGO","0"
"13/12/2019","Late_Night","Port Tanjong Pagar","PASSENGER","0"
"13/12/2019","Late_Night","Port Tanjong Pagar","TANKER","0"
"13/12/2019","Late_Night","Port Tuas","CARGO","1"
"13/12/2019","Late_Night","Port Tuas","PASSENGER","0"
"13/12/2019","Late_Night","Port Tuas","TANKER","6"
"13/12/2019","Late_Night","Sea","CARGO","61"
"13/12/2019","Late_Night","Sea","PASSENGER","0"
"13/12/2019","Late_Night","Sea","TANKER","155"
"13/12/2019","Morning","Land","CARGO","0"
"13/12/2019","Morning","Land","PASSENGER","0"
"13/12/2019","Morning","Land","TANKER","0"
"13/12/2019","Morning","Port Brani","CARGO","3"
"13/12/2019","Morning","Port Brani","PASSENGER","0"
"13/12/2019","Morning","Port Brani","TANKER","0"
"13/12/2019","Morning","Port Bukom","CARGO","2"
"13/12/2019","Morning","Port Bukom","PASSENGER","0"
"13/12/2019","Morning","Port Bukom","TANKER","6"
"13/12/2019","Morning","Port Jurong Island","CARGO","5"
"13/12/2019","Morning","Port Jurong Island","PASSENGER","0"
"13/12/2019","Morning","Port Jurong Island","TANKER","31"
"13/12/2019","Morning","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2019","Morning","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2019","Morning","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2019","Morning","Port Pasir Panjang","CARGO","13"
"13/12/2019","Morning","Port Pasir Panjang","PASSENGER","0"
"13/12/2019","Morning","Port Pasir Panjang","TANKER","12"
"13/12/2019","Morning","Port Tanjong Pagar","CARGO","1"
"13/12/2019","Morning","Port Tanjong Pagar","PASSENGER","0"
"13/12/2019","Morning","Port Tanjong Pagar","TANKER","0"
"13/12/2019","Morning","Port Tuas","CARGO","2"
"13/12/2019","Morning","Port Tuas","PASSENGER","0"
"13/12/2019","Morning","Port Tuas","TANKER","4"
"13/12/2019","Morning","Sea","CARGO","41"
"13/12/2019","Morning","Sea","PASSENGER","0"
"13/12/2019","Morning","Sea","TANKER","108"
"13/12/2019","Night","Land","CARGO","0"
"13/12/2019","Night","Land","PASSENGER","0"
"13/12/2019","Night","Land","TANKER","0"
"13/12/2019","Night","Port Brani","CARGO","1"
"13/12/2019","Night","Port Brani","PASSENGER","0"
"13/12/2019","Night","Port Brani","TANKER","0"
"13/12/2019","Night","Port Bukom","CARGO","0"
"13/12/2019","Night","Port Bukom","PASSENGER","0"
"13/12/2019","Night","Port Bukom","TANKER","3"
"13/12/2019","Night","Port Jurong Island","CARGO","3"
"13/12/2019","Night","Port Jurong Island","PASSENGER","0"
"13/12/2019","Night","Port Jurong Island","TANKER","21"
"13/12/2019","Night","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2019","Night","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2019","Night","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2019","Night","Port Pasir Panjang","CARGO","14"
"13/12/2019","Night","Port Pasir Panjang","PASSENGER","0"
"13/12/2019","Night","Port Pasir Panjang","TANKER","9"
"13/12/2019","Night","Port Tanjong Pagar","CARGO","0"
"13/12/2019","Night","Port Tanjong Pagar","PASSENGER","0"
"13/12/2019","Night","Port Tanjong Pagar","TANKER","0"
"13/12/2019","Night","Port Tuas","CARGO","0"
"13/12/2019","Night","Port Tuas","PASSENGER","0"
"13/12/2019","Night","Port Tuas","TANKER","2"
"13/12/2019","Night","Sea","CARGO","33"
"13/12/2019","Night","Sea","PASSENGER","0"
"13/12/2019","Night","Sea","TANKER","87"
"13/12/2020","Afternoon","Land","CARGO","0"
"13/12/2020","Afternoon","Land","PASSENGER","0"
"13/12/2020","Afternoon","Land","TANKER","0"
"13/12/2020","Afternoon","Port Brani","CARGO","1"
"13/12/2020","Afternoon","Port Brani","PASSENGER","0"
"13/12/2020","Afternoon","Port Brani","TANKER","1"
"13/12/2020","Afternoon","Port Bukom","CARGO","1"
"13/12/2020","Afternoon","Port Bukom","PASSENGER","0"
"13/12/2020","Afternoon","Port Bukom","TANKER","15"
"13/12/2020","Afternoon","Port Jurong Island","CARGO","7"
"13/12/2020","Afternoon","Port Jurong Island","PASSENGER","0"
"13/12/2020","Afternoon","Port Jurong Island","TANKER","39"
"13/12/2020","Afternoon","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2020","Afternoon","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2020","Afternoon","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2020","Afternoon","Port Pasir Panjang","CARGO","24"
"13/12/2020","Afternoon","Port Pasir Panjang","PASSENGER","0"
"13/12/2020","Afternoon","Port Pasir Panjang","TANKER","6"
"13/12/2020","Afternoon","Port Tanjong Pagar","CARGO","0"
"13/12/2020","Afternoon","Port Tanjong Pagar","PASSENGER","0"
"13/12/2020","Afternoon","Port Tanjong Pagar","TANKER","0"
"13/12/2020","Afternoon","Port Tuas","CARGO","4"
"13/12/2020","Afternoon","Port Tuas","PASSENGER","0"
"13/12/2020","Afternoon","Port Tuas","TANKER","4"
"13/12/2020","Afternoon","Sea","CARGO","74"
"13/12/2020","Afternoon","Sea","PASSENGER","0"
"13/12/2020","Afternoon","Sea","TANKER","135"
"13/12/2020","Early_Morning","Land","CARGO","0"
"13/12/2020","Early_Morning","Land","PASSENGER","0"
"13/12/2020","Early_Morning","Land","TANKER","0"
"13/12/2020","Early_Morning","Port Brani","CARGO","2"
"13/12/2020","Early_Morning","Port Brani","PASSENGER","0"
"13/12/2020","Early_Morning","Port Brani","TANKER","0"
"13/12/2020","Early_Morning","Port Bukom","CARGO","1"
"13/12/2020","Early_Morning","Port Bukom","PASSENGER","0"
"13/12/2020","Early_Morning","Port Bukom","TANKER","8"
"13/12/2020","Early_Morning","Port Jurong Island","CARGO","4"
"13/12/2020","Early_Morning","Port Jurong Island","PASSENGER","0"
"13/12/2020","Early_Morning","Port Jurong Island","TANKER","38"
"13/12/2020","Early_Morning","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2020","Early_Morning","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2020","Early_Morning","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2020","Early_Morning","Port Pasir Panjang","CARGO","23"
"13/12/2020","Early_Morning","Port Pasir Panjang","PASSENGER","0"
"13/12/2020","Early_Morning","Port Pasir Panjang","TANKER","9"
"13/12/2020","Early_Morning","Port Tanjong Pagar","CARGO","1"
"13/12/2020","Early_Morning","Port Tanjong Pagar","PASSENGER","0"
"13/12/2020","Early_Morning","Port Tanjong Pagar","TANKER","0"
"13/12/2020","Early_Morning","Port Tuas","CARGO","2"
"13/12/2020","Early_Morning","Port Tuas","PASSENGER","0"
"13/12/2020","Early_Morning","Port Tuas","TANKER","2"
"13/12/2020","Early_Morning","Sea","CARGO","44"
"13/12/2020","Early_Morning","Sea","PASSENGER","0"
"13/12/2020","Early_Morning","Sea","TANKER","117"
"13/12/2020","Evening","Land","CARGO","0"
"13/12/2020","Evening","Land","PASSENGER","0"
"13/12/2020","Evening","Land","TANKER","0"
"13/12/2020","Evening","Port Brani","CARGO","0"
"13/12/2020","Evening","Port Brani","PASSENGER","0"
"13/12/2020","Evening","Port Brani","TANKER","0"
"13/12/2020","Evening","Port Bukom","CARGO","0"
"13/12/2020","Evening","Port Bukom","PASSENGER","0"
"13/12/2020","Evening","Port Bukom","TANKER","8"
"13/12/2020","Evening","Port Jurong Island","CARGO","2"
"13/12/2020","Evening","Port Jurong Island","PASSENGER","0"
"13/12/2020","Evening","Port Jurong Island","TANKER","35"
"13/12/2020","Evening","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2020","Evening","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2020","Evening","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2020","Evening","Port Pasir Panjang","CARGO","23"
"13/12/2020","Evening","Port Pasir Panjang","PASSENGER","0"
"13/12/2020","Evening","Port Pasir Panjang","TANKER","7"
"13/12/2020","Evening","Port Tanjong Pagar","CARGO","1"
"13/12/2020","Evening","Port Tanjong Pagar","PASSENGER","0"
"13/12/2020","Evening","Port Tanjong Pagar","TANKER","0"
"13/12/2020","Evening","Port Tuas","CARGO","2"
"13/12/2020","Evening","Port Tuas","PASSENGER","0"
"13/12/2020","Evening","Port Tuas","TANKER","4"
"13/12/2020","Evening","Sea","CARGO","51"
"13/12/2020","Evening","Sea","PASSENGER","0"
"13/12/2020","Evening","Sea","TANKER","138"
"13/12/2020","Late_Night","Land","CARGO","0"
"13/12/2020","Late_Night","Land","PASSENGER","0"
"13/12/2020","Late_Night","Land","TANKER","0"
"13/12/2020","Late_Night","Port Brani","CARGO","0"
"13/12/2020","Late_Night","Port Brani","PASSENGER","0"
"13/12/2020","Late_Night","Port Brani","TANKER","0"
"13/12/2020","Late_Night","Port Bukom","CARGO","0"
"13/12/2020","Late_Night","Port Bukom","PASSENGER","0"
"13/12/2020","Late_Night","Port Bukom","TANKER","5"
"13/12/2020","Late_Night","Port Jurong Island","CARGO","7"
"13/12/2020","Late_Night","Port Jurong Island","PASSENGER","0"
"13/12/2020","Late_Night","Port Jurong Island","TANKER","40"
"13/12/2020","Late_Night","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2020","Late_Night","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2020","Late_Night","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2020","Late_Night","Port Pasir Panjang","CARGO","34"
"13/12/2020","Late_Night","Port Pasir Panjang","PASSENGER","0"
"13/12/2020","Late_Night","Port Pasir Panjang","TANKER","10"
"13/12/2020","Late_Night","Port Tanjong Pagar","CARGO","0"
"13/12/2020","Late_Night","Port Tanjong Pagar","PASSENGER","0"
"13/12/2020","Late_Night","Port Tanjong Pagar","TANKER","0"
"13/12/2020","Late_Night","Port Tuas","CARGO","1"
"13/12/2020","Late_Night","Port Tuas","PASSENGER","0"
"13/12/2020","Late_Night","Port Tuas","TANKER","6"
"13/12/2020","Late_Night","Sea","CARGO","51"
"13/12/2020","Late_Night","Sea","PASSENGER","0"
"13/12/2020","Late_Night","Sea","TANKER","149"
"13/12/2020","Morning","Land","CARGO","0"
"13/12/2020","Morning","Land","PASSENGER","0"
"13/12/2020","Morning","Land","TANKER","0"
"13/12/2020","Morning","Port Brani","CARGO","0"
"13/12/2020","Morning","Port Brani","PASSENGER","0"
"13/12/2020","Morning","Port Brani","TANKER","0"
"13/12/2020","Morning","Port Bukom","CARGO","0"
"13/12/2020","Morning","Port Bukom","PASSENGER","0"
"13/12/2020","Morning","Port Bukom","TANKER","9"
"13/12/2020","Morning","Port Jurong Island","CARGO","5"
"13/12/2020","Morning","Port Jurong Island","PASSENGER","0"
"13/12/2020","Morning","Port Jurong Island","TANKER","26"
"13/12/2020","Morning","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2020","Morning","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2020","Morning","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2020","Morning","Port Pasir Panjang","CARGO","24"
"13/12/2020","Morning","Port Pasir Panjang","PASSENGER","0"
"13/12/2020","Morning","Port Pasir Panjang","TANKER","7"
"13/12/2020","Morning","Port Tanjong Pagar","CARGO","0"
"13/12/2020","Morning","Port Tanjong Pagar","PASSENGER","0"
"13/12/2020","Morning","Port Tanjong Pagar","TANKER","0"
"13/12/2020","Morning","Port Tuas","CARGO","4"
"13/12/2020","Morning","Port Tuas","PASSENGER","0"
"13/12/2020","Morning","Port Tuas","TANKER","6"
"13/12/2020","Morning","Sea","CARGO","52"
"13/12/2020","Morning","Sea","PASSENGER","0"
"13/12/2020","Morning","Sea","TANKER","116"
"13/12/2020","Night","Land","CARGO","0"
"13/12/2020","Night","Land","PASSENGER","0"
"13/12/2020","Night","Land","TANKER","0"
"13/12/2020","Night","Port Brani","CARGO","0"
"13/12/2020","Night","Port Brani","PASSENGER","0"
"13/12/2020","Night","Port Brani","TANKER","0"
"13/12/2020","Night","Port Bukom","CARGO","0"
"13/12/2020","Night","Port Bukom","PASSENGER","0"
"13/12/2020","Night","Port Bukom","TANKER","10"
"13/12/2020","Night","Port Jurong Island","CARGO","9"
"13/12/2020","Night","Port Jurong Island","PASSENGER","0"
"13/12/2020","Night","Port Jurong Island","TANKER","41"
"13/12/2020","Night","Port Marina Bay Cruise Centre","CARGO","0"
"13/12/2020","Night","Port Marina Bay Cruise Centre","PASSENGER","0"
"13/12/2020","Night","Port Marina Bay Cruise Centre","TANKER","0"
"13/12/2020","Night","Port Pasir Panjang","CARGO","28"
"13/12/2020","Night","Port Pasir Panjang","PASSENGER","0"
"13/12/2020","Night","Port Pasir Panjang","TANKER","10"
"13/12/2020","Night","Port Tanjong Pagar","CARGO","1"
"13/12/2020","Night","Port Tanjong Pagar","PASSENGER","0"
"13/12/2020","Night","Port Tanjong Pagar","TANKER","0"
"13/12/2020","Night","Port Tuas","CARGO","5"
"13/12/2020","Night","Port Tuas","PASSENGER","0"
"13/12/2020","Night","Port Tuas","TANKER","7"
"13/12/2020","Night","Sea","CARGO","57"
"13/12/2020","Night","Sea","PASSENGER","0"
"13/12/2020","Night","Sea","TANKER","150"
"14/1/2020","Afternoon","Land","CARGO","0"
"14/1/2020","Afternoon","Land","PASSENGER","0"
"14/1/2020","Afternoon","Land","TANKER","0"
"14/1/2020","Afternoon","Port Brani","CARGO","4"
"14/1/2020","Afternoon","Port Brani","PASSENGER","0"
"14/1/2020","Afternoon","Port Brani","TANKER","3"
"14/1/2020","Afternoon","Port Bukom","CARGO","9"
"14/1/2020","Afternoon","Port Bukom","PASSENGER","0"
"14/1/2020","Afternoon","Port Bukom","TANKER","21"
"14/1/2020","Afternoon","Port Jurong Island","CARGO","20"
"14/1/2020","Afternoon","Port Jurong Island","PASSENGER","0"
"14/1/2020","Afternoon","Port Jurong Island","TANKER","68"
"14/1/2020","Afternoon","Port Marina Bay Cruise Centre","CARGO","0"
"14/1/2020","Afternoon","Port Marina Bay Cruise Centre","PASSENGER","0"
"14/1/2020","Afternoon","Port Marina Bay Cruise Centre","TANKER","0"
"14/1/2020","Afternoon","Port Pasir Panjang","CARGO","37"
"14/1/2020","Afternoon","Port Pasir Panjang","PASSENGER","0"
"14/1/2020","Afternoon","Port Pasir Panjang","TANKER","22"
"14/1/2020","Afternoon","Port Tanjong Pagar","CARGO","3"
"14/1/2020","Afternoon","Port Tanjong Pagar","PASSENGER","0"
"14/1/2020","Afternoon","Port Tanjong Pagar","TANKER","3"
"14/1/2020","Afternoon","Port Tuas","CARGO","11"
"14/1/2020","Afternoon","Port Tuas","PASSENGER","0"
"14/1/2020","Afternoon","Port Tuas","TANKER","28"
"14/1/2020","Afternoon","Sea","CARGO","106"
"14/1/2020","Afternoon","Sea","PASSENGER","0"
"14/1/2020","Afternoon","Sea","TANKER","249"
"14/1/2020","Early_Morning","Land","CARGO","0"
"14/1/2020","Early_Morning","Land","PASSENGER","0"
"14/1/2020","Early_Morning","Land","TANKER","0"
"14/1/2020","Early_Morning","Port Brani","CARGO","2"
"14/1/2020","Early_Morning","Port Brani","PASSENGER","0"
"14/1/2020","Early_Morning","Port Brani","TANKER","0"
"14/1/2020","Early_Morning","Port Bukom","CARGO","0"
"14/1/2020","Early_Morning","Port Bukom","PASSENGER","0"
"14/1/2020","Early_Morning","Port Bukom","TANKER","7"
"14/1/2020","Early_Morning","Port Jurong Island","CARGO","7"
"14/1/2020","Early_Morning","Port Jurong Island","PASSENGER","0"
"14/1/2020","Early_Morning","Port Jurong Island","TANKER","46"
"14/1/2020","Early_Morning","Port Marina Bay Cruise Centre","CARGO","0"
"14/1/2020","Early_Morning","Port Marina Bay Cruise Centre","PASSENGER","0"
"14/1/2020","Early_Morning","Port Marina Bay Cruise Centre","TANKER","0"
"14/1/2020","Early_Morning","Port Pasir Panjang","CARGO","27"
"14/1/2020","Early_Morning","Port Pasir Panjang","PASSENGER","0"
"14/1/2020","Early_Morning","Port Pasir Panjang","TANKER","11"
"14/1/2020","Early_Morning","Port Tanjong Pagar","CARGO","1"
"14/1/2020","Early_Morning","Port Tanjong Pagar","PASSENGER","0"
"14/1/2020","Early_Morning","Port Tanjong Pagar","TANKER","1"
"14/1/2020","Early_Morning","Port Tuas","CARGO","8"
"14/1/2020","Early_Morning","Port Tuas","PASSENGER","0"
"14/1/2020","Early_Morning","Port Tuas","TANKER","7"
"14/1/2020","Early_Morning","Sea","CARGO","59"
"14/1/2020","Early_Morning","Sea","PASSENGER","0"
"14/1/2020","Early_Morning","Sea","TANKER","185"
"14/1/2020","Evening","Land","CARGO","0"
"14/1/2020","Evening","Land","PASSENGER","0"
"14/1/2020","Evening","Land","TANKER","0"
"14/1/2020","Evening","Port Brani","CARGO","1"
"14/1/2020","Evening","Port Brani","PASSENGER","0"
"14/1/2020","Evening","Port Brani","TANKER","2"
"14/1/2020","Evening","Port Bukom","CARGO","10"
"14/1/2020","Evening","Port Bukom","PASSENGER","0"
"14/1/2020","Evening","Port Bukom","TANKER","15"
"14/1/2020","Evening","Port Jurong Island","CARGO","7"
"14/1/2020","Evening","Port Jurong Island","PASSENGER","0"
"14/1/2020","Evening","Port Jurong Island","TANKER","53"
"14/1/2020","Evening","Port Marina Bay Cruise Centre","CARGO","0"
"14/1/2020","Evening","Port Marina Bay Cruise Centre","PASSENGER","0"
"14/1/2020","Evening","Port Marina Bay Cruise Centre","TANKER","0"
"14/1/2020","Evening","Port Pasir Panjang","CARGO","33"
"14/1/2020","Evening","Port Pasir Panjang","PASSENGER","0"
"14/1/2020","Evening","Port Pasir Panjang","TANKER","5"
"14/1/2020","Evening","Port Tanjong Pagar","CARGO","2"
"14/1/2020","Evening","Port Tanjong Pagar","PASSENGER","0"
"14/1/2020","Evening","Port Tanjong Pagar","TANKER","1"
"14/1/2020","Evening","Port Tuas","CARGO","8"
"14/1/2020","Evening","Port Tuas","PASSENGER","0"
"14/1/2020","Evening","Port Tuas","TANKER","14"
"14/1/2020","Evening","Sea","CARGO","77"
"14/1/2020","Evening","Sea","PASSENGER","1"
"14/1/2020","Evening","Sea","TANKER","212"
"14/1/2020","Late_Night","Land","CARGO","0"
"14/1/2020","Late_Night","Land","PASSENGER","0"
"14/1/2020","Late_Night","Land","TANKER","0"
"14/1/2020","Late_Night","Port Brani","CARGO","1"
"14/1/2020","Late_Night","Port Brani","PASSENGER","0"
"14/1/2020","Late_Night","Port Brani","TANKER","0"
"14/1/2020","Late_Night","Port Bukom","CARGO","6"
"14/1/2020","Late_Night","Port Bukom","PASSENGER","0"
"14/1/2020","Late_Night","Port Bukom","TANKER","20"
"14/1/2020","Late_Night","Port Jurong Island","CARGO","9"
"14/1/2020","Late_Night","Port Jurong Island","PASSENGER","0"
"14/1/2020","Late_Night","Port Jurong Island","TANKER","57"
"14/1/2020","Late_Night","Port Marina Bay Cruise Centre","CARGO","0"
"14/1/2020","Late_Night","Port Marina Bay Cruise Centre","PASSENGER","0"
"14/1/2020","Late_Night","Port Marina Bay Cruise Centre","TANKER","0"
"14/1/2020","Late_Night","Port Pasir Panjang","CARGO","35"
"14/1/2020","Late_Night","Port Pasir Panjang","PASSENGER","0"
"14/1/2020","Late_Night","Port Pasir Panjang","TANKER","11"
"14/1/2020","Late_Night","Port Tanjong Pagar","CARGO","0"
"14/1/2020","Late_Night","Port Tanjong Pagar","PASSENGER","0"
"14/1/2020","Late_Night","Port Tanjong Pagar","TANKER","1"
"14/1/2020","Late_Night","Port Tuas","CARGO","6"
"14/1/2020","Late_Night","Port Tuas","PASSENGER","0"
"14/1/2020","Late_Night","Port Tuas","TANKER","17"
"14/1/2020","Late_Night","Sea","CARGO","86"
"14/1/2020","Late_Night","Sea","PASSENGER","0"
"14/1/2020","Late_Night","Sea","TANKER","223"
"14/1/2020","Morning","Land","CARGO","0"
"14/1/2020","Morning","Land","PASSENGER","0"
"14/1/2020","Morning","Land","TANKER","0"
"14/1/2020","Morning","Port Brani","CARGO","4"
"14/1/2020","Morning","Port Brani","PASSENGER","0"
"14/1/2020","Morning","Port Brani","TANKER","1"
"14/1/2020","Morning","Port Bukom","CARGO","2"
"14/1/2020","Morning","Port Bukom","PASSENGER","0"
"14/1/2020","Morning","Port Bukom","TANKER","16"
"14/1/2020","Morning","Port Jurong Island","CARGO","3"
"14/1/2020","Morning","Port Jurong Island","PASSENGER","0"
"14/1/2020","Morning","Port Jurong Island","TANKER","53"
"14/1/2020","Morning","Port Marina Bay Cruise Centre","CARGO","0"
"14/1/2020","Morning","Port Marina Bay Cruise Centre","PASSENGER","0"
"14/1/2020","Morning","Port Marina Bay Cruise Centre","TANKER","0"
"14/1/2020","Morning","Port Pasir Panjang","CARGO","29"
"14/1/2020","Morning","Port Pasir Panjang","PASSENGER","0"
"14/1/2020","Morning","Port Pasir Panjang","TANKER","14"
"14/1/2020","Morning","Port Tanjong Pagar","CARGO","1"
"14/1/2020","Morning","Port Tanjong Pagar","PASSENGER","0"
"14/1/2020","Morning","Port Tanjong Pagar","TANKER","1"
"14/1/2020","Morning","Port Tuas","CARGO","6"
"14/1/2020","Morning","Port Tuas","PASSENGER","0"
"14/1/2020","Morning","Port Tuas","TANKER","8"
"14/1/2020","Morning","Sea","CARGO","71"
"14/1/2020","Morning","Sea","PASSENGER","0"
"14/1/2020","Morning","Sea","TANKER","207"
"14/1/2020","Night","Land","CARGO","0"
"14/1/2020","Night","Land","PASSENGER","0"
"14/1/2020","Night","Land","TANKER","0"
"14/1/2020","Night","Port Brani","CARGO","2"
"14/1/2020","Night","Port Brani","PASSENGER","0"
"14/1/2020","Night","Port Brani","TANKER","1"
"14/1/2020","Night","Port Bukom","CARGO","5"
"14/1/2020","Night","Port Bukom","PASSENGER","0"
"14/1/2020","Night","Port Bukom","TANKER","15"
"14/1/2020","Night","Port Jurong Island","CARGO","8"
"14/1/2020","Night","Port Jurong Island","PASSENGER","0"
"14/1/2020","Night","Port Jurong Island","TANKER","48"
"14/1/2020","Night","Port Marina Bay Cruise Centre","CARGO","0"
"14/1/2020","Night","Port Marina Bay Cruise Centre","PASSENGER","0"
"14/1/2020","Night","Port Marina Bay Cruise Centre","TANKER","0"
"14/1/2020","Night","Port Pasir Panjang","CARGO","33"
"14/1/2020","Night","Port Pasir Panjang","PASSENGER","0"
"14/1/2020","Night","Port Pasir Panjang","TANKER","10"
"14/1/2020","Night","Port Tanjong Pagar","CARGO","2"
"14/1/2020","Night","Port Tanjong Pagar","PASSENGER","0"
"14/1/2020","Night","Port Tanjong Pagar","TANKER","1"
"14/1/2020","Night","Port Tuas","CARGO","5"
"14/1/2020","Night","Port Tuas","PASSENGER","0"
"14/1/2020","Night","Port Tuas","TANKER","8"
"14/1/2020","Night","Sea","CARGO","76"
"14/1/2020","Night","Sea","PASSENGER","1"
"14/1/2020","Night","Sea","TANKER","205"
"14/1/2021","Afternoon","Land","CARGO","0"
"14/1/2021","Afternoon","Land","PASSENGER","0"
"14/1/2021","Afternoon","Land","TANKER","0"
"14/1/2021","Afternoon","Port Brani","CARGO","1"
"14/1/2021","Afternoon","Port Brani","PASSENGER","0"
"14/1/2021","Afternoon","Port Brani","TANKER","1"
"14/1/2021","Afternoon","Port Bukom","CARGO","3"
"14/1/2021","Afternoon","Port Bukom","PASSENGER","0"
"14/1/2021","Afternoon","Port Bukom","TANKER","15"
"14/1/2021","Afternoon","Port Jurong Island","CARGO","6"
"14/1/2021","Afternoon","Port Jurong Island","PASSENGER","0"
"14/1/2021","Afternoon","Port Jurong Island","TANKER","50"
"14/1/2021","Afternoon","Port Marina Bay Cruise Centre","CARGO","0"
"14/1/2021","Afternoon","Port Marina Bay Cruise Centre","PASSENGER","0"
"14/1/2021","Afternoon","Port Marina Bay Cruise Centre","TANKER","0"
"14/1/2021","Afternoon","Port Pasir Panjang","CARGO","22"
"14/1/2021","Afternoon","Port Pasir Panjang","PASSENGER","0"
"14/1/2021","Afternoon","Port Pasir Panjang","TANKER","6"
"14/1/2021","Afternoon","Port Tanjong Pagar","CARGO","0"
"14/1/2021","Afternoon","Port Tanjong Pagar","PASSENGER","0"
"14/1/2021","Afternoon","Port Tanjong Pagar","TANKER","0"
"14/1/2021","Afternoon","Port Tuas","CARGO","1"
"14/1/2021","Afternoon","Port Tuas","PASSENGER","0"
"14/1/2021","Afternoon","Port Tuas","TANKER","4"
"14/1/2021","Afternoon","Sea","CARGO","52"
"14/1/2021","Afternoon","Sea","PASSENGER","0"
"14/1/2021","Afternoon","Sea","TANKER","157"
"14/1/2021","Early_Morning","Land","CARGO","0"
"14/1/2021","Early_Morning","Land","PASSENGER","0"
"14/1/2021","Early_Morning","Land","TANKER","0"
"14/1/2021","Early_Morning","Port Brani","CARGO","1"
"14/1/2021","Early_Morning","Port Brani","PASSENGER","0"
"14/1/2021","Early_Morning","Port Brani","TANKER","0"
"14/1/2021","Early_Morning","Port Bukom","CARGO","1"
"14/1/2021","Early_Morning","Port Bukom","PASSENGER","0"
"14/1/2021","Early_Morning","Port Bukom","TANKER","6"
"14/1/2021","Early_Morning","Port Jurong Island","CARGO","6"
"14/1/2021","Early_Morning","Port Jurong Island","PASSENGER","0"
"14/1/2021","Early_Morning","Port Jurong Island","TANKER","29"
"14/1/2021","Early_Morning","Port Marina Bay Cruise Centre","CARGO","0"
"14/1/2021","Early_Morning","Port Marina Bay Cruise Centre","PASSENGER","0"
"14/1/2021","Early_Morning","Port Marina Bay Cruise Centre","TANKER","0"
"14/1/2021","Early_Morning","Port Pasir Panjang","CARGO","16"
"14/1/2021","Early_Morning","Port Pasir Panjang","PASSENGER","0"
"14/1/2021","Early_Morning","Port Pasir Panjang","TANKER","8"
"14/1/2021","Early_Morning","Port Tanjong Pagar","CARGO","0"
"14/1/2021","Early_Morning","Port Tanjong Pagar","PASSENGER","0"
"14/1/2021","Early_Morning","Port Tanjong Pagar","TANKER","0"
"14/1/2021","Early_Morning","Port Tuas","CARGO","1"
"14/1/2021","Early_Morning","Port Tuas","PASSENGER","0"
"14/1/2021","Early_Morning","Port Tuas","TANKER","2"
"14/1/2021","Early_Morning","Sea","CARGO","41"
"14/1/2021","Early_Morning","Sea","PASSENGER","0"
"14/1/2021","Early_Morning","Sea","TANKER","102"
"14/1/2021","Evening","Land","CARGO","0"
"14/1/2021","Evening","Land","PASSENGER","0"
"14/1/2021","Evening","Land","TANKER","0"
"14/1/2021","Evening","Port Brani","CARGO","0"
"14/1/2021","Evening","Port Brani","PASSENGER","0"
"14/1/2021","Evening","Port Brani","TANKER","0"
"14/1/2021","Evening","Port Bukom","CARGO","0"
"14/1/2021","Evening","Port Bukom","PASSENGER","0"
"14/1/2021","Evening","Port Bukom","TANKER","2"
"14/1/2021","Evening","Port Jurong Island","CARGO","1"
"14/1/2021","Evening","Port Jurong Island","PASSENGER","0"
"14/1/2021","Evening","Port Jurong Island","TANKER","15"
"14/1/2021","Evening","Port Marina Bay Cruise Centre","CARGO","0"
