Geo_Cell_ID,Lat_gte,Lat_lt,Lon_gte,Lon_lt,Geo_Category,Geo_subcategory,Geo_Description
1,0.83,0.84,103.38,103.39,Land,Land,"Pulau Kundur, Indonesia"
2,0.83,0.84,103.39,103.4,Land,Land,"Pulau Kundur, Indonesia"
3,0.83,0.84,103.4,103.41,Land,Land,"Pulau Kundur, Indonesia"
4,0.83,0.84,103.41,103.42,Land,Land,"Pulau Kundur, Indonesia"
5,0.83,0.84,103.42,103.43,Land,Land,"Pulau Kundur, Indonesia"
6,0.83,0.84,103.43,103.44,Land,Land,"Pulau Tebias, Indonesia"
7,0.83,0.84,103.44,103.45,Land,Land,"Pulau Tebias, Indonesia"
8,0.83,0.84,103.45,103.46,Land,Land,"Pulau Tebias, Indonesia"
9,0.83,0.84,103.46,103.47,Land,Land,"Pulau Bela, Indonesia"
10,0.83,0.84,103.47,103.48,Land,Land,"Pulau Bela, Indonesia"
11,0.83,0.84,103.48,103.49,Land,Land,"Pulau Bela, Indonesia"
12,0.83,0.84,103.49,103.5,Land,Land,"Pulau Bela, Indonesia"
13,0.83,0.84,103.5,103.51,Sea,Sea,South China Sea
14,0.83,0.84,103.51,103.52,Sea,Sea,"South China Sea, Indonesia"
15,0.83,0.84,103.52,103.53,Sea,Sea,"South China Sea, Indonesia"
16,0.83,0.84,103.53,103.54,Sea,Sea,"South China Sea, Indonesia"
17,0.83,0.84,103.54,103.55,Sea,Sea,"South China Sea, Indonesia"
18,0.83,0.84,103.55,103.56,Sea,Sea,"South China Sea, Indonesia"
19,0.83,0.84,103.56,103.57,Sea,Sea,"South China Sea, Indonesia"
20,0.83,0.84,103.57,103.58,Sea,Sea,"South China Sea, Indonesia"
21,0.83,0.84,103.58,103.59,Sea,Sea,"South China Sea, Indonesia"
22,0.83,0.84,103.59,103.6,Sea,Sea,"South China Sea, Indonesia"
23,0.83,0.84,103.6,103.61,Sea,Sea,"South China Sea, Indonesia"
24,0.83,0.84,103.61,103.62,Sea,Sea,"South China Sea, Indonesia"
25,0.83,0.84,103.62,103.63,Sea,Sea,"South China Sea, Indonesia"
26,0.83,0.84,103.63,103.64,Sea,Sea,"South China Sea, Indonesia"
27,0.83,0.84,103.64,103.65,Sea,Sea,"South China Sea, Indonesia"
28,0.83,0.84,103.65,103.66,Sea,Sea,"Pauh, Indonesia"
29,0.83,0.84,103.66,103.67,Sea,Sea,"South China Sea, Indonesia"
30,0.83,0.84,103.67,103.68,Sea,Sea,"South China Sea, Indonesia"
31,0.83,0.84,103.68,103.69,Land,Land,"Pulau Panjang, Indonesia"
32,0.83,0.84,103.69,103.7,Land,Land,"Pulau Jaga, Indonesia"
33,0.83,0.84,103.7,103.71,Land,Land,"Pulau Jaga, Indonesia"
34,0.83,0.84,103.71,103.72,Sea,Sea,"South China Sea, Indonesia"
35,0.83,0.84,103.72,103.73,Sea,Sea,"South China Sea, Indonesia"
36,0.83,0.84,103.73,103.74,Sea,Sea,"Sugie, Indonesia"
37,0.83,0.84,103.74,103.75,Sea,Sea,"Sugie, Indonesia"
38,0.83,0.84,103.75,103.76,Sea,Sea,"Sugie, Indonesia"
39,0.83,0.84,103.76,103.77,Sea,Sea,"Sugie, Indonesia"
40,0.83,0.84,103.77,103.78,Sea,Sea,"Sugie, Indonesia"
41,0.83,0.84,103.78,103.79,Sea,Sea,"Sugie, Indonesia"
42,0.83,0.84,103.79,103.8,Sea,Sea,"Sugie, Indonesia"
43,0.83,0.84,103.8,103.81,Land,Land,"Sugie, Indonesia"
44,0.83,0.84,103.81,103.82,Land,Land,"Sugie, Indonesia"
45,0.83,0.84,103.82,103.83,Sea,Sea,"South China Sea, Indonesia"
46,0.83,0.84,103.83,103.84,Sea,Sea,"South China Sea, Indonesia"
47,0.83,0.84,103.84,103.85,Land,Land,"Pulau Combol, Indonesia"
48,0.83,0.84,103.85,103.86,Land,Land,"Pulau Combol, Indonesia"
49,0.83,0.84,103.86,103.87,Land,Land,"Pulau Combol, Indonesia"
50,0.83,0.84,103.87,103.88,Land,Land,"Pulau Combol, Indonesia"
51,0.83,0.84,103.88,103.89,Land,Land,"Pulau Combol, Indonesia"
52,0.83,0.84,103.89,103.9,Land,Land,"Pulau Combol, Indonesia"
53,0.83,0.84,103.9,103.91,Land,Land,"Pulau Combol, Indonesia"
54,0.83,0.84,103.91,103.92,Sea,Sea,"South China Sea, Indonesia"
55,0.83,0.84,103.92,103.93,Sea,Sea,"South China Sea, Indonesia"
56,0.83,0.84,103.93,103.94,Sea,Sea,"South China Sea, Indonesia"
57,0.84,0.85,103.38,103.39,Land,Land,"Pulau Kundur, Indonesia"
58,0.84,0.85,103.39,103.4,Land,Land,"Pulau Kundur, Indonesia"
59,0.84,0.85,103.4,103.41,Land,Land,"Pulau Kundur, Indonesia"
60,0.84,0.85,103.41,103.42,Land,Land,"Teluk Radang,  Indonesia"
61,0.84,0.85,103.42,103.43,Land,Land,"Pulau Tebias, Indonesia"
62,0.84,0.85,103.43,103.44,Land,Land,"Pulau Tebias, Indonesia"
63,0.84,0.85,103.44,103.45,Land,Land,"Pulau Tebias, Indonesia"
64,0.84,0.85,103.45,103.46,Land,Land,"Pulau Bela, Indonesia"
65,0.84,0.85,103.46,103.47,Land,Land,"Pulau Bela, Indonesia"
66,0.84,0.85,103.47,103.48,Land,Land,"Pulau Bela, Indonesia"
67,0.84,0.85,103.48,103.49,Land,Land,"Pulau Bela, Indonesia"
68,0.84,0.85,103.49,103.5,Land,Land,"Pulau Bela, Indonesia"
69,0.84,0.85,103.5,103.51,Sea,Sea,"South China Sea, Indonesia"
70,0.84,0.85,103.51,103.52,Sea,Sea,"South China Sea, Indonesia"
71,0.84,0.85,103.52,103.53,Sea,Sea,"South China Sea, Indonesia"
72,0.84,0.85,103.53,103.54,Sea,Sea,"South China Sea, Indonesia"
73,0.84,0.85,103.54,103.55,Sea,Sea,"South China Sea, Indonesia"
74,0.84,0.85,103.55,103.56,Sea,Sea,"South China Sea, Indonesia"
75,0.84,0.85,103.56,103.57,Sea,Sea,"South China Sea, Indonesia"
76,0.84,0.85,103.57,103.58,Sea,Sea,"South China Sea, Indonesia"
77,0.84,0.85,103.58,103.59,Sea,Sea,"South China Sea, Indonesia"
78,0.84,0.85,103.59,103.6,Sea,Sea,"South China Sea, Indonesia"
79,0.84,0.85,103.6,103.61,Sea,Sea,"South China Sea, Indonesia"
80,0.84,0.85,103.61,103.62,Sea,Sea,"South China Sea, Indonesia"
81,0.84,0.85,103.62,103.63,Sea,Sea,"South China Sea, Indonesia"
82,0.84,0.85,103.63,103.64,Sea,Sea,"South China Sea, Indonesia"
83,0.84,0.85,103.64,103.65,Sea,Sea,"South China Sea, Indonesia"
84,0.84,0.85,103.65,103.66,Land,Land,"Pauh, Indonesia"
85,0.84,0.85,103.66,103.67,Sea,Sea,"South China Sea, Indonesia"
86,0.84,0.85,103.67,103.68,Land,Land,"Pulau Panjang, Indonesia"
87,0.84,0.85,103.68,103.69,Land,Land,"Pulau Panjang, Indonesia"
88,0.84,0.85,103.69,103.7,Sea,Sea,"Pulau Jaga, Indonesia"
89,0.84,0.85,103.7,103.71,Land,Land,"Pulau Jaga, Indonesia"
90,0.84,0.85,103.71,103.72,Sea,Sea,"South China Sea, Indonesia"
91,0.84,0.85,103.72,103.73,Land,Land,"Pulau Sugi, Indonesia"
92,0.84,0.85,103.73,103.74,Sea,Sea,"Pulau Sugi, Indonesia"
93,0.84,0.85,103.74,103.75,Sea,Sea,"Pulau Sugi, Indonesia"
94,0.84,0.85,103.75,103.76,Sea,Sea,"Pulau Sugi, Indonesia"
95,0.84,0.85,103.76,103.77,Sea,Sea,"Pulau Sugi, Indonesia"
96,0.84,0.85,103.77,103.78,Sea,Sea,"Pulau Sugi, Indonesia"
97,0.84,0.85,103.78,103.79,Land,Land,"Pulau Sugi, Indonesia"
98,0.84,0.85,103.79,103.8,Land,Land,"Pulau Sugi, Indonesia"
99,0.84,0.85,103.8,103.81,Land,Land,"Pulau Sugi, Indonesia"
100,0.84,0.85,103.81,103.82,Sea,Sea,"South China Sea, Indonesia"
101,0.84,0.85,103.82,103.83,Sea,Sea,"South China Sea, Indonesia"
102,0.84,0.85,103.83,103.84,Land,Land,"Pulau Combol, Indonesia"
103,0.84,0.85,103.84,103.85,Land,Land,"Pulau Combol, Indonesia"
104,0.84,0.85,103.85,103.86,Land,Land,"Pulau Combol, Indonesia"
105,0.84,0.85,103.86,103.87,Land,Land,"Pulau Combol, Indonesia"
106,0.84,0.85,103.87,103.88,Land,Land,"Pulau Combol, Indonesia"
107,0.84,0.85,103.88,103.89,Land,Land,"Pulau Combol, Indonesia"
108,0.84,0.85,103.89,103.9,Land,Land,"Pulau Combol, Indonesia"
109,0.84,0.85,103.9,103.91,Land,Land,"Pulau Combol, Indonesia"
110,0.84,0.85,103.91,103.92,Sea,Sea,"South China Sea, Indonesia"
111,0.84,0.85,103.92,103.93,Sea,Sea,"South China Sea, Indonesia"
112,0.84,0.85,103.93,103.94,Sea,Sea,"South China Sea, Indonesia"
113,0.85,0.86,103.38,103.39,Land,Land,"Pulau Kundur, Indonesia"
114,0.85,0.86,103.39,103.4,Sea,Sea,"Pulau Kundur, Indonesia"
115,0.85,0.86,103.4,103.41,Land,Land,"Pulau Kundur, Indonesia"
116,0.85,0.86,103.41,103.42,Land,Land,"Teluk Radang,  Indonesia"
117,0.85,0.86,103.42,103.43,Land,Land,"Pulau Tebias, Indonesia"
118,0.85,0.86,103.43,103.44,Land,Land,"Pulau Bela, Indonesia"
119,0.85,0.86,103.44,103.45,Land,Land,"Pulau Bela, Indonesia"
120,0.85,0.86,103.45,103.46,Land,Land,"Pulau Bela, Indonesia"
121,0.85,0.86,103.46,103.47,Land,Land,"Pulau Bela, Indonesia"
122,0.85,0.86,103.47,103.48,Land,Land,"Pulau Bela, Indonesia"
123,0.85,0.86,103.48,103.49,Land,Land,"Tanjung Batu Kecil, Indonesia"
124,0.85,0.86,103.49,103.5,Sea,Sea,"South China Sea, Indonesia"
125,0.85,0.86,103.5,103.51,Sea,Sea,"South China Sea, Indonesia"
126,0.85,0.86,103.51,103.52,Sea,Sea,"South China Sea, Indonesia"
127,0.85,0.86,103.52,103.53,Sea,Sea,"South China Sea, Indonesia"
128,0.85,0.86,103.53,103.54,Sea,Sea,"South China Sea, Indonesia"
129,0.85,0.86,103.54,103.55,Sea,Sea,"South China Sea, Indonesia"
130,0.85,0.86,103.55,103.56,Sea,Sea,"South China Sea, Indonesia"
131,0.85,0.86,103.56,103.57,Sea,Sea,"South China Sea, Indonesia"
132,0.85,0.86,103.57,103.58,Sea,Sea,"South China Sea, Indonesia"
133,0.85,0.86,103.58,103.59,Sea,Sea,"South China Sea, Indonesia"
134,0.85,0.86,103.59,103.6,Sea,Sea,"South China Sea, Indonesia"
135,0.85,0.86,103.6,103.61,Sea,Sea,"South China Sea, Indonesia"
136,0.85,0.86,103.61,103.62,Sea,Sea,"South China Sea, Indonesia"
137,0.85,0.86,103.62,103.63,Sea,Sea,"South China Sea, Indonesia"
138,0.85,0.86,103.63,103.64,Sea,Sea,"South China Sea, Indonesia"
139,0.85,0.86,103.64,103.65,Sea,Sea,"South China Sea, Indonesia"
140,0.85,0.86,103.65,103.66,Sea,Sea,"South China Sea, Indonesia"
141,0.85,0.86,103.66,103.67,Land,Land,"Pulau Panjang, Indonesia"
142,0.85,0.86,103.67,103.68,Land,Land,"Pulau Panjang, Indonesia"
143,0.85,0.86,103.68,103.69,Sea,Sea,"South China Sea, Indonesia"
144,0.85,0.86,103.69,103.7,Land,Land,"Pulau Jaga, Indonesia"
145,0.85,0.86,103.7,103.71,Land,Land,"Pulau Jaga, Indonesia"
146,0.85,0.86,103.71,103.72,Sea,Sea,"South China Sea, Indonesia"
147,0.85,0.86,103.72,103.73,Land,Land,"Pulau Sugi, Indonesia"
148,0.85,0.86,103.73,103.74,Sea,Sea,"Pulau Sugi, Indonesia"
149,0.85,0.86,103.74,103.75,Sea,Sea,"Pulau Sugi, Indonesia"
150,0.85,0.86,103.75,103.76,Land,Land,"Pulau Sugi, Indonesia"
151,0.85,0.86,103.76,103.77,Land,Land,"Pulau Sugi, Indonesia"
152,0.85,0.86,103.77,103.78,Land,Land,"Pulau Sugi, Indonesia"
153,0.85,0.86,103.78,103.79,Land,Land,"Pulau Sugi, Indonesia"
154,0.85,0.86,103.79,103.8,Sea,Sea,"Pulau Sugi, Indonesia"
155,0.85,0.86,103.8,103.81,Sea,Sea,"South China Sea, Indonesia"
156,0.85,0.86,103.81,103.82,Sea,Sea,"South China Sea, Indonesia"
157,0.85,0.86,103.82,103.83,Land,Land,"Pulau Combol, Indonesia"
158,0.85,0.86,103.83,103.84,Land,Land,"Pulau Combol, Indonesia"
159,0.85,0.86,103.84,103.85,Sea,Sea,"Pulau Combol, Indonesia"
160,0.85,0.86,103.85,103.86,Land,Land,"Pulau Combol, Indonesia"
161,0.85,0.86,103.86,103.87,Land,Land,"Pulau Combol, Indonesia"
162,0.85,0.86,103.87,103.88,Land,Land,"Pulau Combol, Indonesia"
163,0.85,0.86,103.88,103.89,Land,Land,"Pulau Combol, Indonesia"
164,0.85,0.86,103.89,103.9,Land,Land,"Pulau Combol, Indonesia"
165,0.85,0.86,103.9,103.91,Sea,Sea,"South China Sea, Indonesia"
166,0.85,0.86,103.91,103.92,Sea,Sea,"South China Sea, Indonesia"
167,0.85,0.86,103.92,103.93,Sea,Sea,"South China Sea, Indonesia"
168,0.85,0.86,103.93,103.94,Sea,Sea,"South China Sea, Indonesia"
169,0.86,0.87,103.38,103.39,Sea,Sea,"Pulau Kundur, Indonesia"
170,0.86,0.87,103.39,103.4,Land,Land,"Pulau Kundur, Indonesia"
171,0.86,0.87,103.4,103.41,Land,Land,"Pulau Kundur, Indonesia"
172,0.86,0.87,103.41,103.42,Land,Land,"Pulau Bela, Indonesia"
173,0.86,0.87,103.42,103.43,Land,Land,"Pulau Bela, Indonesia"
174,0.86,0.87,103.43,103.44,Land,Land,"Pulau Bela, Indonesia"
175,0.86,0.87,103.44,103.45,Land,Land,"Tanjung Batu Kecil, Indonesia"
176,0.86,0.87,103.45,103.46,Land,Land,"Tanjung Batu Kecil, Indonesia"
177,0.86,0.87,103.46,103.47,Land,Land,"Tanjung Batu Kecil, Indonesia"
178,0.86,0.87,103.47,103.48,Land,Land,"Tanjung Batu Kecil, Indonesia"
179,0.86,0.87,103.48,103.49,Land,Land,"Tanjung Batu Kecil, Indonesia"
180,0.86,0.87,103.49,103.5,Sea,Sea,"South China Sea, Indonesia"
181,0.86,0.87,103.5,103.51,Land,Land,"Pulau Buru, Indonesia"
182,0.86,0.87,103.51,103.52,Land,Land,"Pulau Buru, Indonesia"
183,0.86,0.87,103.52,103.53,Sea,Sea,"South China Sea, Indonesia"
184,0.86,0.87,103.53,103.54,Sea,Sea,"South China Sea, Indonesia"
185,0.86,0.87,103.54,103.55,Sea,Sea,"South China Sea, Indonesia"
186,0.86,0.87,103.55,103.56,Sea,Sea,"South China Sea, Indonesia"
187,0.86,0.87,103.56,103.57,Sea,Sea,"South China Sea, Indonesia"
188,0.86,0.87,103.57,103.58,Sea,Sea,"South China Sea, Indonesia"
189,0.86,0.87,103.58,103.59,Sea,Sea,"South China Sea, Indonesia"
190,0.86,0.87,103.59,103.6,Sea,Sea,"South China Sea, Indonesia"
191,0.86,0.87,103.6,103.61,Sea,Sea,"South China Sea, Indonesia"
192,0.86,0.87,103.61,103.62,Sea,Sea,"South China Sea, Indonesia"
193,0.86,0.87,103.62,103.63,Sea,Sea,"South China Sea, Indonesia"
194,0.86,0.87,103.63,103.64,Sea,Sea,"South China Sea, Indonesia"
195,0.86,0.87,103.64,103.65,Sea,Sea,"South China Sea, Indonesia"
196,0.86,0.87,103.65,103.66,Sea,Sea,"Pulau Panjang, Indonesia"
197,0.86,0.87,103.66,103.67,Land,Land,"Pulau Panjang, Indonesia"
198,0.86,0.87,103.67,103.68,Sea,Sea,"Pulau Panjang, Indonesia"
199,0.86,0.87,103.68,103.69,Sea,Sea,"South China Sea, Indonesia"
200,0.86,0.87,103.69,103.7,Sea,Sea,"South China Sea, Indonesia"
201,0.86,0.87,103.7,103.71,Sea,Sea,"South China Sea, Indonesia"
202,0.86,0.87,103.71,103.72,Sea,Sea,"South China Sea, Indonesia"
203,0.86,0.87,103.72,103.73,Sea,Sea,"Pulau Sugi, Indonesia"
204,0.86,0.87,103.73,103.74,Sea,Sea,"Pulau Sugi, Indonesia"
205,0.86,0.87,103.74,103.75,Land,Land,"Pulau Sugi, Indonesia"
206,0.86,0.87,103.75,103.76,Sea,Sea,"Pulau Sugi, Indonesia"
207,0.86,0.87,103.76,103.77,Land,Land,"Pulau Sugi, Indonesia"
208,0.86,0.87,103.77,103.78,Sea,Sea,"Pulau Sugi, Indonesia"
209,0.86,0.87,103.78,103.79,Land,Land,"Pulau Sugi, Indonesia"
210,0.86,0.87,103.79,103.8,Sea,Sea,"Pulau Lemas, Indonesia"
211,0.86,0.87,103.8,103.81,Land,Land,"Pulau Lemas, Indonesia"
212,0.86,0.87,103.81,103.82,Sea,Sea,"South China Sea, Indonesia"
213,0.86,0.87,103.82,103.83,Sea,Sea,"Pulau Combol, Indonesia"
214,0.86,0.87,103.83,103.84,Sea,Sea,"Pulau Combol, Indonesia"
215,0.86,0.87,103.84,103.85,Sea,Sea,"Pulau Combol, Indonesia"
216,0.86,0.87,103.85,103.86,Land,Land,"Pulau Combol, Indonesia"
217,0.86,0.87,103.86,103.87,Land,Land,"Pulau Combol, Indonesia"
218,0.86,0.87,103.87,103.88,Land,Land,"Pulau Combol, Indonesia"
219,0.86,0.87,103.88,103.89,Land,Land,"Pulau Combol, Indonesia"
220,0.86,0.87,103.89,103.9,Sea,Sea,"South China Sea, Indonesia"
221,0.86,0.87,103.9,103.91,Sea,Sea,"Pulau Pisang, Indonesia"
222,0.86,0.87,103.91,103.92,Sea,Sea,"South China Sea, Indonesia"
223,0.86,0.87,103.92,103.93,Sea,Sea,"South China Sea, Indonesia"
224,0.86,0.87,103.93,103.94,Sea,Sea,"South China Sea, Indonesia"
225,0.87,0.88,103.38,103.39,Land,Land,"Pulau Kundur, Indonesia"
226,0.87,0.88,103.39,103.4,Land,Land,"Pulau Kundur, Indonesia"
227,0.87,0.88,103.4,103.41,Land,Land,"Pulau Kundur, Indonesia"
228,0.87,0.88,103.41,103.42,Land,Land,"Pulau Bela, Indonesia"
229,0.87,0.88,103.42,103.43,Land,Land,"Pulau Bela, Indonesia"
230,0.87,0.88,103.43,103.44,Land,Land,"Tanjung Batu Kecil, Indonesia"
231,0.87,0.88,103.44,103.45,Land,Land,"Tanjung Batu Kecil, Indonesia"
232,0.87,0.88,103.45,103.46,Land,Land,"Tanjung Batu Kecil, Indonesia"
233,0.87,0.88,103.46,103.47,Land,Land,"Tanjung Batu Kecil, Indonesia"
234,0.87,0.88,103.47,103.48,Land,Land,"Tanjung Batu Kecil, Indonesia"
235,0.87,0.88,103.48,103.49,Land,Land,"Tanjung Batu Kecil, Indonesia"
236,0.87,0.88,103.49,103.5,Land,Land,"Pulau Buru, Indonesia"
237,0.87,0.88,103.5,103.51,Land,Land,"Pulau Buru, Indonesia"
238,0.87,0.88,103.51,103.52,Sea,Sea,"Pulau Buru, Indonesia"
239,0.87,0.88,103.52,103.53,Land,Land,"Pulau Buru, Indonesia"
240,0.87,0.88,103.53,103.54,Sea,Sea,"South China Sea, Indonesia"
241,0.87,0.88,103.54,103.55,Sea,Sea,"South China Sea, Indonesia"
242,0.87,0.88,103.55,103.56,Sea,Sea,"South China Sea, Indonesia"
243,0.87,0.88,103.56,103.57,Sea,Sea,"South China Sea, Indonesia"
244,0.87,0.88,103.57,103.58,Sea,Sea,"South China Sea, Indonesia"
245,0.87,0.88,103.58,103.59,Sea,Sea,"South China Sea, Indonesia"
246,0.87,0.88,103.59,103.6,Sea,Sea,"South China Sea, Indonesia"
247,0.87,0.88,103.6,103.61,Sea,Sea,"South China Sea, Indonesia"
248,0.87,0.88,103.61,103.62,Sea,Sea,"South China Sea, Indonesia"
249,0.87,0.88,103.62,103.63,Sea,Sea,"South China Sea, Indonesia"
250,0.87,0.88,103.63,103.64,Sea,Sea,"South China Sea, Indonesia"
251,0.87,0.88,103.64,103.65,Sea,Sea,"South China Sea, Indonesia"
252,0.87,0.88,103.65,103.66,Land,Land,"Pulau Panjang, Indonesia"
253,0.87,0.88,103.66,103.67,Sea,Sea,"South China Sea, Indonesia"
254,0.87,0.88,103.67,103.68,Sea,Sea,"South China Sea, Indonesia"
255,0.87,0.88,103.68,103.69,Sea,Sea,"South China Sea, Indonesia"
256,0.87,0.88,103.69,103.7,Sea,Sea,"South China Sea, Indonesia"
257,0.87,0.88,103.7,103.71,Land,Land,"Pulau Manis, Indonesia"
258,0.87,0.88,103.71,103.72,Sea,Sea,"South China Sea, Indonesia"
259,0.87,0.88,103.72,103.73,Sea,Sea,"Pulau Sugi, Indonesia"
260,0.87,0.88,103.73,103.74,Land,Land,"Pulau Sugi, Indonesia"
261,0.87,0.88,103.74,103.75,Sea,Sea,"Pulau Sugi, Indonesia"
262,0.87,0.88,103.75,103.76,Land,Land,"Pulau Sugi, Indonesia"
263,0.87,0.88,103.76,103.77,Sea,Sea,"Pulau Sugi, Indonesia"
264,0.87,0.88,103.77,103.78,Land,Land,"Pulau Keban, Indonesia"
265,0.87,0.88,103.78,103.79,Sea,Sea,"Pulau Sugi, Indonesia"
266,0.87,0.88,103.79,103.8,Sea,Sea,"Pulau Lemas, Indonesia"
267,0.87,0.88,103.8,103.81,Land,Land,"Pulau Nibung, Indonesia"
268,0.87,0.88,103.81,103.82,Land,Land,"Pulau Combol, Indonesia"
269,0.87,0.88,103.82,103.83,Land,Land,"Pulau Combol, Indonesia"
270,0.87,0.88,103.83,103.84,Land,Land,"Pulau Combol, Indonesia"
271,0.87,0.88,103.84,103.85,Land,Land,"Pulau Combol, Indonesia"
272,0.87,0.88,103.85,103.86,Land,Land,"Pulau Combol, Indonesia"
273,0.87,0.88,103.86,103.87,Land,Land,"Pulau Combol, Indonesia"
274,0.87,0.88,103.87,103.88,Land,Land,"Pulau Combol, Indonesia"
275,0.87,0.88,103.88,103.89,Sea,Sea,"South China Sea, Indonesia"
276,0.87,0.88,103.89,103.9,Sea,Sea,"South China Sea, Indonesia"
277,0.87,0.88,103.9,103.91,Sea,Sea,"South China Sea, Indonesia"
278,0.87,0.88,103.91,103.92,Sea,Sea,"South China Sea, Indonesia"
279,0.87,0.88,103.92,103.93,Sea,Sea,"South China Sea, Indonesia"
280,0.87,0.88,103.93,103.94,Sea,Sea,"South China Sea, Indonesia"
281,0.88,0.89,103.38,103.39,Land,Land,"Pulau Kundur, Indonesia"
282,0.88,0.89,103.39,103.4,Land,Land,"Pulau Kundur, Indonesia"
283,0.88,0.89,103.4,103.41,Land,Land,"Pulau Kundur, Indonesia"
284,0.88,0.89,103.41,103.42,Land,Land,"Pulau Bela, Indonesia"
285,0.88,0.89,103.42,103.43,Land,Land,"Tanjung Batu Kecil, Indonesia"
286,0.88,0.89,103.43,103.44,Land,Land,"Tanjung Batu Kecil, Indonesia"
287,0.88,0.89,103.44,103.45,Land,Land,"Tanjung Batu Kecil, Indonesia"
288,0.88,0.89,103.45,103.46,Land,Land,"Tanjung Batu Kecil, Indonesia"
289,0.88,0.89,103.46,103.47,Land,Land,"Tanjung Batu Kecil, Indonesia"
290,0.88,0.89,103.47,103.48,Land,Land,"Tanjung Batu Kecil, Indonesia"
291,0.88,0.89,103.48,103.49,Land,Land,"Tanjung Batu Kecil, Indonesia"
292,0.88,0.89,103.49,103.5,Land,Land,"Pulau Buru, Indonesia"
293,0.88,0.89,103.5,103.51,Land,Land,"Pulau Buru, Indonesia"
294,0.88,0.89,103.51,103.52,Land,Land,"Pulau Buru, Indonesia"
295,0.88,0.89,103.52,103.53,Land,Land,"Pulau Buru, Indonesia"
296,0.88,0.89,103.53,103.54,Sea,Sea,"South China Sea, Indonesia"
297,0.88,0.89,103.54,103.55,Sea,Sea,"South China Sea, Indonesia"
298,0.88,0.89,103.55,103.56,Sea,Sea,"South China Sea, Indonesia"
299,0.88,0.89,103.56,103.57,Sea,Sea,"South China Sea, Indonesia"
300,0.88,0.89,103.57,103.58,Sea,Sea,"South China Sea, Indonesia"
301,0.88,0.89,103.58,103.59,Sea,Sea,"South China Sea, Indonesia"
302,0.88,0.89,103.59,103.6,Sea,Sea,"South China Sea, Indonesia"
303,0.88,0.89,103.6,103.61,Sea,Sea,"South China Sea, Indonesia"
304,0.88,0.89,103.61,103.62,Sea,Sea,"South China Sea, Indonesia"
305,0.88,0.89,103.62,103.63,Sea,Sea,"South China Sea, Indonesia"
306,0.88,0.89,103.63,103.64,Sea,Sea,"South China Sea, Indonesia"
307,0.88,0.89,103.64,103.65,Sea,Sea,"South China Sea, Indonesia"
308,0.88,0.89,103.65,103.66,Sea,Sea,"South China Sea, Indonesia"
309,0.88,0.89,103.66,103.67,Sea,Sea,"South China Sea, Indonesia"
310,0.88,0.89,103.67,103.68,Sea,Sea,"South China Sea, Indonesia"
311,0.88,0.89,103.68,103.69,Sea,Sea,"South China Sea, Indonesia"
312,0.88,0.89,103.69,103.7,Land,Land,"Pulau Manis, Indonesia"
313,0.88,0.89,103.7,103.71,Sea,Sea,"Pulau Manis, Indonesia"
314,0.88,0.89,103.71,103.72,Sea,Sea,"South China Sea, Indonesia"
315,0.88,0.89,103.72,103.73,Sea,Sea,"South China Sea, Indonesia"
316,0.88,0.89,103.73,103.74,Sea,Sea,"South China Sea, Indonesia"
317,0.88,0.89,103.74,103.75,Land,Land,"Pulau Sugi, Indonesia"
318,0.88,0.89,103.75,103.76,Land,Land,"Pulau Pasai, Indonesia"
319,0.88,0.89,103.76,103.77,Land,Land,"Pulau Pasai, Indonesia"
320,0.88,0.89,103.77,103.78,Sea,Sea,"South China Sea, Indonesia"
321,0.88,0.89,103.78,103.79,Sea,Sea,"South China Sea, Indonesia"
322,0.88,0.89,103.79,103.8,Land,Land,"Pulau Batu, Indonesia"
323,0.88,0.89,103.8,103.81,Land,Land,"Pulau Batu, Indonesia"
324,0.88,0.89,103.81,103.82,Land,Land,"Pulau Combol, Indonesia"
325,0.88,0.89,103.82,103.83,Land,Land,"Pulau Combol, Indonesia"
326,0.88,0.89,103.83,103.84,Land,Land,"Pulau Combol, Indonesia"
327,0.88,0.89,103.84,103.85,Land,Land,"Pulau Combol, Indonesia"
328,0.88,0.89,103.85,103.86,Land,Land,"Pulau Combol, Indonesia"
329,0.88,0.89,103.86,103.87,Sea,Sea,"South China Sea, Indonesia"
330,0.88,0.89,103.87,103.88,Sea,Sea,"South China Sea, Indonesia"
331,0.88,0.89,103.88,103.89,Sea,Sea,"South China Sea, Indonesia"
332,0.88,0.89,103.89,103.9,Sea,Sea,"South China Sea, Indonesia"
333,0.88,0.89,103.9,103.91,Sea,Sea,"South China Sea, Indonesia"
334,0.88,0.89,103.91,103.92,Sea,Sea,"South China Sea, Indonesia"
335,0.88,0.89,103.92,103.93,Sea,Sea,"South China Sea, Indonesia"
336,0.88,0.89,103.93,103.94,Sea,Sea,"South China Sea, Indonesia"
337,0.89,0.9,103.38,103.39,Land,Land,"Pulau Kundur, Indonesia"
338,0.89,0.9,103.39,103.4,Sea,Sea,"South China Sea, Indonesia"
339,0.89,0.9,103.4,103.41,Sea,Sea,"South China Sea, Indonesia"
340,0.89,0.9,103.41,103.42,Land,Land,"Tanjung Batu Kecil, Indonesia"
341,0.89,0.9,103.42,103.43,Land,Land,"Tanjung Batu Kecil, Indonesia"
342,0.89,0.9,103.43,103.44,Land,Land,"Tanjung Batu Kecil, Indonesia"
