Geo_Cell_ID,Lat_gte,Lat_lt,Lon_gte,Lon_lt,Geo_Category,Geo_subcategory,Geo_Description
1710,1.13,1.14,103.67,103.68,Sea,Sea,Straits of Singapore
1711,1.13,1.14,103.68,103.69,Sea,Sea,Straits of Singapore
1712,1.13,1.14,103.69,103.7,Sea,Sea,Straits of Singapore
1713,1.13,1.14,103.7,103.71,Sea,Sea,Straits of Singapore
1714,1.13,1.14,103.71,103.72,Sea,Sea,Straits of Singapore
1715,1.13,1.14,103.72,103.73,Sea,Sea,Straits of Singapore
1716,1.13,1.14,103.73,103.74,Sea,Sea,Straits of Singapore
1717,1.13,1.14,103.74,103.75,Sea,Sea,Straits of Singapore
1718,1.13,1.14,103.75,103.76,Sea,Sea,Straits of Singapore
1719,1.13,1.14,103.76,103.77,Sea,Sea,Straits of Singapore
1720,1.13,1.14,103.77,103.78,Sea,Sea,Straits of Singapore
1721,1.13,1.14,103.78,103.79,Sea,Sea,Straits of Singapore
1722,1.13,1.14,103.79,103.8,Sea,Sea,Straits of Singapore
1723,1.13,1.14,103.8,103.81,Sea,Sea,Straits of Singapore
1724,1.13,1.14,103.81,103.82,Sea,Sea,Straits of Singapore
1725,1.13,1.14,103.82,103.83,Sea,Sea,Straits of Singapore
1726,1.13,1.14,103.83,103.84,Sea,Sea,Straits of Singapore
1727,1.13,1.14,103.84,103.85,Sea,Sea,Straits of Singapore
1728,1.13,1.14,103.85,103.86,Sea,Sea,Straits of Singapore
1729,1.13,1.14,103.86,103.87,Sea,Sea,Straits of Singapore
1730,1.13,1.14,103.87,103.88,Sea,Sea,Straits of Singapore
1731,1.13,1.14,103.88,103.89,Sea,Sea,Straits of Singapore
1732,1.13,1.14,103.89,103.9,Sea,Sea,Straits of Singapore
1733,1.13,1.14,103.9,103.91,Sea,Sea,Straits of Singapore
1734,1.13,1.14,103.91,103.92,Sea,Sea,Straits of Singapore
1735,1.13,1.14,103.92,103.93,Sea,Sea,"Jalan Kolonel Sugiono, Batam City 20444, Riau Islands, Indonesia"
1736,1.13,1.14,103.93,103.94,Sea,Sea,"unnamed road, Batam City 20444, Riau Islands, Indonesia"
1737,1.14,1.15,103.38,103.39,Sea,Sea,"Pelambung, Karimun, Indonesia"
1738,1.14,1.15,103.39,103.4,Sea,Sea,"Pelambung, Karimun, Indonesia"
1739,1.14,1.15,103.4,103.41,Sea,Sea,"Pelambung, Karimun, Indonesia"
1740,1.14,1.15,103.41,103.42,Sea,Sea,Straits of Malacca
1741,1.14,1.15,103.42,103.43,Sea,Sea,Straits of Malacca
1742,1.14,1.15,103.43,103.44,Sea,Sea,Straits of Malacca
1743,1.14,1.15,103.44,103.45,Sea,Sea,Straits of Malacca
1744,1.14,1.15,103.45,103.46,Sea,Sea,Straits of Malacca
1745,1.14,1.15,103.46,103.47,Sea,Sea,Straits of Malacca
1746,1.14,1.15,103.47,103.48,Sea,Sea,Straits of Malacca
1747,1.14,1.15,103.48,103.49,Sea,Sea,Straits of Malacca
1748,1.14,1.15,103.49,103.5,Sea,Sea,Straits of Malacca
1749,1.14,1.15,103.5,103.51,Sea,Sea,Straits of Malacca
1750,1.14,1.15,103.51,103.52,Sea,Sea,Straits of Malacca
1751,1.14,1.15,103.52,103.53,Sea,Sea,Straits of Malacca
1752,1.14,1.15,103.53,103.54,Sea,Sea,Straits of Singapore
1753,1.14,1.15,103.54,103.55,Sea,Sea,Straits of Singapore
1754,1.14,1.15,103.55,103.56,Sea,Sea,Straits of Singapore
1755,1.14,1.15,103.56,103.57,Sea,Sea,Straits of Singapore
1756,1.14,1.15,103.57,103.58,Sea,Sea,Straits of Singapore
1757,1.14,1.15,103.58,103.59,Sea,Sea,Straits of Singapore
1758,1.14,1.15,103.59,103.6,Sea,Sea,Straits of Singapore
1759,1.14,1.15,103.6,103.61,Sea,Sea,Straits of Singapore
1760,1.14,1.15,103.61,103.62,Sea,Sea,Straits of Singapore
1761,1.14,1.15,103.62,103.63,Sea,Sea,Straits of Singapore
1762,1.14,1.15,103.63,103.64,Sea,Sea,Straits of Singapore
1763,1.14,1.15,103.64,103.65,Sea,Sea,Straits of Singapore
1764,1.14,1.15,103.65,103.66,Sea,Sea,Straits of Singapore
1765,1.14,1.15,103.66,103.67,Sea,Sea,Straits of Singapore
1766,1.14,1.15,103.67,103.68,Sea,Sea,Straits of Singapore
1767,1.14,1.15,103.68,103.69,Sea,Sea,Straits of Singapore
1768,1.14,1.15,103.69,103.7,Sea,Sea,Straits of Singapore
1769,1.14,1.15,103.7,103.71,Sea,Sea,Straits of Singapore
1770,1.14,1.15,103.71,103.72,Sea,Sea,Straits of Singapore
1771,1.14,1.15,103.72,103.73,Sea,Sea,Straits of Singapore
1772,1.14,1.15,103.73,103.74,Sea,Sea,Straits of Singapore
1773,1.14,1.15,103.74,103.75,Sea,Sea,Straits of Singapore
1774,1.14,1.15,103.75,103.76,Sea,Sea,Straits of Singapore
1775,1.14,1.15,103.76,103.77,Sea,Sea,Straits of Singapore
1776,1.14,1.15,103.77,103.78,Sea,Sea,Straits of Singapore
1777,1.14,1.15,103.78,103.79,Sea,Sea,Straits of Singapore
1778,1.14,1.15,103.79,103.8,Sea,Sea,Straits of Singapore
1779,1.14,1.15,103.8,103.81,Sea,Sea,Straits of Singapore
1780,1.14,1.15,103.81,103.82,Sea,Sea,Straits of Singapore
1781,1.14,1.15,103.82,103.83,Sea,Sea,Straits of Singapore
1782,1.14,1.15,103.83,103.84,Sea,Sea,Straits of Singapore
1783,1.14,1.15,103.84,103.85,Sea,Sea,Straits of Singapore
1784,1.14,1.15,103.85,103.86,Sea,Sea,Straits of Singapore
1785,1.14,1.15,103.86,103.87,Sea,Sea,Straits of Singapore
1786,1.14,1.15,103.87,103.88,Sea,Sea,"unnamed road, Batam City, Riau Islands, Indonesia"
1787,1.14,1.15,103.88,103.89,Sea,Sea,"unnamed road, Batam City, Riau Islands, Indonesia"
1788,1.14,1.15,103.89,103.9,Sea,Sea,"unnamed road, Batam City, Riau Islands, Indonesia"
1789,1.14,1.15,103.9,103.91,Sea,Sea,Straits of Singapore
1790,1.14,1.15,103.91,103.92,Sea,Sea,Straits of Singapore
1791,1.14,1.15,103.92,103.93,Sea,Sea,Straits of Singapore
1792,1.14,1.15,103.93,103.94,Sea,Sea,Straits of Singapore
1793,1.15,1.16,103.38,103.39,Sea,Sea,"Pelambung, Karimun, Indonesia"
1794,1.15,1.16,103.39,103.4,Sea,Sea,"Pelambung, Karimun, Indonesia"
1795,1.15,1.16,103.4,103.41,Sea,Sea,Straits of Malacca
1796,1.15,1.16,103.41,103.42,Sea,Sea,Straits of Malacca
1797,1.15,1.16,103.42,103.43,Sea,Sea,Straits of Malacca
1798,1.15,1.16,103.43,103.44,Sea,Sea,Straits of Malacca
1799,1.15,1.16,103.44,103.45,Sea,Sea,Straits of Malacca
1800,1.15,1.16,103.45,103.46,Sea,Sea,Straits of Malacca
1801,1.15,1.16,103.46,103.47,Sea,Sea,Straits of Malacca
1802,1.15,1.16,103.47,103.48,Sea,Sea,Straits of Malacca
1803,1.15,1.16,103.48,103.49,Sea,Sea,Straits of Malacca
1804,1.15,1.16,103.49,103.5,Sea,Sea,Straits of Malacca
1805,1.15,1.16,103.5,103.51,Sea,Sea,Straits of Malacca
1806,1.15,1.16,103.51,103.52,Sea,Sea,Straits of Malacca
1807,1.15,1.16,103.52,103.53,Sea,Sea,Straits of Malacca
1808,1.15,1.16,103.53,103.54,Sea,Sea,Straits of Singapore
1809,1.15,1.16,103.54,103.55,Sea,Sea,Straits of Singapore
1810,1.15,1.16,103.55,103.56,Sea,Sea,Straits of Singapore
1811,1.15,1.16,103.56,103.57,Sea,Sea,Straits of Singapore
1812,1.15,1.16,103.57,103.58,Sea,Sea,Straits of Singapore
1813,1.15,1.16,103.58,103.59,Sea,Sea,Straits of Singapore
1814,1.15,1.16,103.59,103.6,Sea,Sea,Straits of Singapore
1815,1.15,1.16,103.6,103.61,Sea,Sea,Straits of Singapore
1816,1.15,1.16,103.61,103.62,Sea,Sea,Straits of Singapore
1817,1.15,1.16,103.62,103.63,Sea,Sea,Straits of Singapore
1818,1.15,1.16,103.63,103.64,Sea,Sea,Straits of Singapore
1819,1.15,1.16,103.64,103.65,Sea,Sea,Straits of Singapore
1820,1.15,1.16,103.65,103.66,Sea,Sea,Straits of Singapore
1821,1.15,1.16,103.66,103.67,Sea,Sea,Straits of Singapore
1822,1.15,1.16,103.67,103.68,Sea,Sea,Straits of Singapore
1823,1.15,1.16,103.68,103.69,Sea,Sea,Straits of Singapore
1824,1.15,1.16,103.69,103.7,Sea,Sea,Straits of Singapore
1825,1.15,1.16,103.7,103.71,Sea,Sea,Straits of Singapore
1826,1.15,1.16,103.71,103.72,Sea,Sea,Straits of Singapore
1827,1.15,1.16,103.72,103.73,Sea,Sea,Straits of Singapore
1828,1.15,1.16,103.73,103.74,Sea,Sea,Straits of Singapore
1829,1.15,1.16,103.74,103.75,Sea,Sea,Straits of Singapore
1830,1.15,1.16,103.75,103.76,Sea,Sea,Straits of Singapore
1831,1.15,1.16,103.76,103.77,Sea,Sea,Straits of Singapore
1832,1.15,1.16,103.77,103.78,Sea,Sea,Straits of Singapore
1833,1.15,1.16,103.78,103.79,Sea,Sea,Straits of Singapore
1834,1.15,1.16,103.79,103.8,Sea,Sea,Straits of Singapore
1835,1.15,1.16,103.8,103.81,Sea,Sea,Straits of Singapore
1836,1.15,1.16,103.81,103.82,Sea,Sea,Straits of Singapore
1837,1.15,1.16,103.82,103.83,Sea,Sea,Straits of Singapore
1838,1.15,1.16,103.83,103.84,Sea,Sea,Straits of Singapore
1839,1.15,1.16,103.84,103.85,Sea,Sea,Straits of Singapore
1840,1.15,1.16,103.85,103.86,Sea,Sea,Straits of Singapore
1841,1.15,1.16,103.86,103.87,Sea,Sea,Straits of Singapore
1842,1.15,1.16,103.87,103.88,Sea,Sea,Straits of Singapore
1843,1.15,1.16,103.88,103.89,Sea,Sea,Batam
1844,1.15,1.16,103.89,103.9,Sea,Sea,"unnamed road, Batam City 20444, Riau Islands, Indonesia"
1845,1.15,1.16,103.9,103.91,Sea,Sea,Straits of Singapore
1846,1.15,1.16,103.91,103.92,Sea,Sea,Straits of Singapore
1847,1.15,1.16,103.92,103.93,Sea,Sea,Straits of Singapore
1848,1.15,1.16,103.93,103.94,Sea,Sea,Straits of Singapore
1849,1.16,1.17,103.38,103.39,Sea,Sea,Straits of Malacca
1850,1.16,1.17,103.39,103.4,Sea,Sea,Straits of Malacca
1851,1.16,1.17,103.4,103.41,Sea,Sea,Straits of Malacca
1852,1.16,1.17,103.41,103.42,Sea,Sea,Straits of Malacca
1853,1.16,1.17,103.42,103.43,Sea,Sea,Straits of Malacca
1854,1.16,1.17,103.43,103.44,Sea,Sea,Straits of Malacca
1855,1.16,1.17,103.44,103.45,Sea,Sea,Straits of Malacca
1856,1.16,1.17,103.45,103.46,Sea,Sea,Straits of Malacca
1857,1.16,1.17,103.46,103.47,Sea,Sea,Straits of Malacca
1858,1.16,1.17,103.47,103.48,Sea,Sea,Straits of Malacca
1859,1.16,1.17,103.48,103.49,Sea,Sea,Straits of Malacca
1860,1.16,1.17,103.49,103.5,Sea,Sea,Straits of Malacca
1861,1.16,1.17,103.5,103.51,Sea,Sea,Straits of Malacca
1862,1.16,1.17,103.51,103.52,Sea,Sea,Straits of Malacca
1863,1.16,1.17,103.52,103.53,Sea,Sea,Straits of Malacca
1864,1.16,1.17,103.53,103.54,Sea,Sea,Straits of Singapore
1865,1.16,1.17,103.54,103.55,Sea,Sea,Straits of Singapore
1866,1.16,1.17,103.55,103.56,Sea,Sea,Straits of Singapore
1867,1.16,1.17,103.56,103.57,Sea,Sea,Straits of Singapore
1868,1.16,1.17,103.57,103.58,Sea,Sea,Straits of Singapore
1869,1.16,1.17,103.58,103.59,Sea,Sea,Straits of Singapore
1870,1.16,1.17,103.59,103.6,Sea,Sea,Straits of Singapore
1871,1.16,1.17,103.6,103.61,Sea,Sea,Straits of Singapore
1872,1.16,1.17,103.61,103.62,Sea,Sea,Straits of Singapore
1873,1.16,1.17,103.62,103.63,Sea,Sea,Straits of Singapore
1874,1.16,1.17,103.63,103.64,Sea,Sea,Straits of Singapore
1875,1.16,1.17,103.64,103.65,Sea,Sea,Straits of Singapore
1876,1.16,1.17,103.65,103.66,Sea,Sea,Straits of Singapore
1877,1.16,1.17,103.66,103.67,Sea,Sea,Straits of Singapore
1878,1.16,1.17,103.67,103.68,Sea,Sea,Straits of Singapore
1879,1.16,1.17,103.68,103.69,Sea,Sea,Straits of Singapore
1880,1.16,1.17,103.69,103.7,Sea,Sea,Straits of Singapore
1881,1.16,1.17,103.7,103.71,Sea,Sea,Straits of Singapore
1882,1.16,1.17,103.71,103.72,Sea,Sea,Straits of Singapore
1883,1.16,1.17,103.72,103.73,Sea,Sea,Straits of Singapore
1884,1.16,1.17,103.73,103.74,Sea,Sea,Straits of Singapore
1885,1.16,1.17,103.74,103.75,Sea,Sea,Straits of Singapore
1886,1.16,1.17,103.75,103.76,Sea,Sea,Straits of Singapore
1887,1.16,1.17,103.76,103.77,Sea,Sea,Straits of Singapore
1888,1.16,1.17,103.77,103.78,Sea,Sea,Straits of Singapore
1889,1.16,1.17,103.78,103.79,Sea,Sea,Straits of Singapore
1890,1.16,1.17,103.79,103.8,Sea,Sea,Straits of Singapore
1891,1.16,1.17,103.8,103.81,Sea,Sea,Straits of Singapore
1892,1.16,1.17,103.81,103.82,Sea,Sea,Straits of Singapore
1893,1.16,1.17,103.82,103.83,Sea,Sea,Straits of Singapore
1894,1.16,1.17,103.83,103.84,Sea,Sea,Straits of Singapore
1895,1.16,1.17,103.84,103.85,Sea,Sea,Straits of Singapore
1896,1.16,1.17,103.85,103.86,Sea,Sea,Straits of Singapore
1897,1.16,1.17,103.86,103.87,Sea,Sea,Straits of Singapore
1898,1.16,1.17,103.87,103.88,Sea,Sea,Straits of Singapore
1899,1.16,1.17,103.88,103.89,Sea,Sea,Straits of Singapore
1900,1.16,1.17,103.89,103.9,Sea,Sea,Straits of Singapore
1901,1.16,1.17,103.9,103.91,Sea,Sea,Straits of Singapore
1902,1.16,1.17,103.91,103.92,Sea,Sea,Straits of Singapore
1903,1.16,1.17,103.92,103.93,Sea,Sea,Straits of Singapore
1904,1.16,1.17,103.93,103.94,Sea,Sea,Straits of Singapore
1905,1.17,1.18,103.38,103.39,Sea,Sea,Straits of Malacca
1906,1.17,1.18,103.39,103.4,Sea,Sea,Straits of Malacca
1907,1.17,1.18,103.4,103.41,Sea,Sea,Straits of Malacca
1908,1.17,1.18,103.41,103.42,Sea,Sea,Straits of Malacca
1909,1.17,1.18,103.42,103.43,Sea,Sea,Straits of Malacca
1910,1.17,1.18,103.43,103.44,Sea,Sea,Straits of Malacca
1911,1.17,1.18,103.44,103.45,Sea,Sea,Straits of Malacca
1912,1.17,1.18,103.45,103.46,Sea,Sea,Straits of Malacca
1913,1.17,1.18,103.46,103.47,Sea,Sea,Straits of Malacca
1914,1.17,1.18,103.47,103.48,Sea,Sea,Straits of Malacca
1915,1.17,1.18,103.48,103.49,Sea,Sea,Straits of Malacca
1916,1.17,1.18,103.49,103.5,Sea,Sea,Straits of Malacca
1917,1.17,1.18,103.5,103.51,Sea,Sea,Straits of Malacca
1918,1.17,1.18,103.51,103.52,Sea,Sea,Straits of Malacca
1919,1.17,1.18,103.52,103.53,Sea,Sea,Straits of Malacca
1920,1.17,1.18,103.53,103.54,Sea,Sea,Straits of Singapore
1921,1.17,1.18,103.54,103.55,Sea,Sea,Straits of Singapore
1922,1.17,1.18,103.55,103.56,Sea,Sea,Straits of Singapore
1923,1.17,1.18,103.56,103.57,Sea,Sea,Straits of Singapore
1924,1.17,1.18,103.57,103.58,Sea,Sea,Straits of Singapore
1925,1.17,1.18,103.58,103.59,Sea,Sea,Straits of Singapore
1926,1.17,1.18,103.59,103.6,Sea,Sea,Straits of Singapore
1927,1.17,1.18,103.6,103.61,Sea,Sea,Straits of Singapore
1928,1.17,1.18,103.61,103.62,Sea,Sea,Straits of Singapore
1929,1.17,1.18,103.62,103.63,Sea,Sea,Straits of Singapore
1930,1.17,1.18,103.63,103.64,Sea,Sea,Straits of Singapore
1931,1.17,1.18,103.64,103.65,Sea,Sea,Straits of Singapore
1932,1.17,1.18,103.65,103.66,Sea,Sea,Straits of Singapore
1933,1.17,1.18,103.66,103.67,Sea,Sea,Straits of Singapore
1934,1.17,1.18,103.67,103.68,Sea,Sea,Straits of Singapore
1935,1.17,1.18,103.68,103.69,Sea,Sea,Straits of Singapore
1936,1.17,1.18,103.69,103.7,Sea,Sea,Straits of Singapore
1937,1.17,1.18,103.7,103.71,Sea,Sea,Straits of Singapore
1938,1.17,1.18,103.71,103.72,Sea,Sea,Straits of Singapore
1939,1.17,1.18,103.72,103.73,Sea,Sea,Straits of Singapore
1940,1.17,1.18,103.73,103.74,Sea,Sea,Straits of Singapore
1941,1.17,1.18,103.74,103.75,Sea,Sea,Straits of Singapore
1942,1.17,1.18,103.75,103.76,Sea,Sea,Straits of Singapore
1943,1.17,1.18,103.76,103.77,Sea,Sea,Straits of Singapore
1944,1.17,1.18,103.77,103.78,Sea,Sea,Straits of Singapore
1945,1.17,1.18,103.78,103.79,Sea,Sea,Straits of Singapore
1946,1.17,1.18,103.79,103.8,Sea,Sea,Straits of Singapore
1947,1.17,1.18,103.8,103.81,Sea,Sea,Straits of Singapore
1948,1.17,1.18,103.81,103.82,Sea,Sea,Straits of Singapore
1949,1.17,1.18,103.82,103.83,Sea,Sea,Straits of Singapore
1950,1.17,1.18,103.83,103.84,Sea,Sea,Straits of Singapore
1951,1.17,1.18,103.84,103.85,Sea,Sea,Straits of Singapore
1952,1.17,1.18,103.85,103.86,Sea,Sea,Straits of Singapore
1953,1.17,1.18,103.86,103.87,Sea,Sea,Straits of Singapore
1954,1.17,1.18,103.87,103.88,Sea,Sea,Straits of Singapore
1955,1.17,1.18,103.88,103.89,Sea,Sea,Straits of Singapore
1956,1.17,1.18,103.89,103.9,Sea,Sea,Straits of Singapore
1957,1.17,1.18,103.9,103.91,Sea,Sea,Straits of Singapore
1958,1.17,1.18,103.91,103.92,Sea,Sea,Straits of Singapore
1959,1.17,1.18,103.92,103.93,Sea,Sea,Straits of Singapore
1960,1.17,1.18,103.93,103.94,Sea,Sea,Straits of Singapore
1961,1.18,1.19,103.38,103.39,Sea,Sea,Straits of Malacca
1962,1.18,1.19,103.39,103.4,Sea,Sea,Straits of Malacca
1963,1.18,1.19,103.4,103.41,Sea,Sea,Straits of Malacca
1964,1.18,1.19,103.41,103.42,Sea,Sea,Straits of Malacca
1965,1.18,1.19,103.42,103.43,Sea,Sea,Straits of Malacca
1966,1.18,1.19,103.43,103.44,Sea,Sea,Straits of Malacca
1967,1.18,1.19,103.44,103.45,Sea,Sea,Straits of Malacca
1968,1.18,1.19,103.45,103.46,Sea,Sea,Straits of Malacca
1969,1.18,1.19,103.46,103.47,Sea,Sea,Straits of Malacca
1970,1.18,1.19,103.47,103.48,Sea,Sea,Straits of Malacca
1971,1.18,1.19,103.48,103.49,Sea,Sea,Straits of Malacca
1972,1.18,1.19,103.49,103.5,Sea,Sea,Straits of Malacca
1973,1.18,1.19,103.5,103.51,Sea,Sea,Straits of Malacca
1974,1.18,1.19,103.51,103.52,Sea,Sea,Straits of Malacca
1975,1.18,1.19,103.52,103.53,Sea,Sea,Straits of Malacca
1976,1.18,1.19,103.53,103.54,Sea,Sea,Straits of Singapore
1977,1.18,1.19,103.54,103.55,Sea,Sea,Straits of Singapore
1978,1.18,1.19,103.55,103.56,Sea,Sea,Straits of Singapore
1979,1.18,1.19,103.56,103.57,Sea,Sea,Straits of Singapore
1980,1.18,1.19,103.57,103.58,Sea,Sea,Straits of Singapore
1981,1.18,1.19,103.58,103.59,Sea,Sea,Straits of Singapore
1982,1.18,1.19,103.59,103.6,Sea,Sea,Straits of Singapore
1983,1.18,1.19,103.6,103.61,Sea,Sea,Straits of Singapore
1984,1.18,1.19,103.61,103.62,Sea,Sea,Straits of Singapore
1985,1.18,1.19,103.62,103.63,Sea,Sea,Straits of Singapore
1986,1.18,1.19,103.63,103.64,Sea,Sea,Straits of Singapore
1987,1.18,1.19,103.64,103.65,Sea,Sea,Straits of Singapore
1988,1.18,1.19,103.65,103.66,Sea,Sea,Straits of Singapore
1989,1.18,1.19,103.66,103.67,Sea,Sea,Straits of Singapore
1990,1.18,1.19,103.67,103.68,Sea,Sea,Straits of Singapore
1991,1.18,1.19,103.68,103.69,Sea,Sea,Straits of Singapore
1992,1.18,1.19,103.69,103.7,Sea,Sea,Straits of Singapore
1993,1.18,1.19,103.7,103.71,Sea,Sea,Straits of Singapore
1994,1.18,1.19,103.71,103.72,Sea,Sea,Straits of Singapore
1995,1.18,1.19,103.72,103.73,Sea,Sea,Straits of Singapore
1996,1.18,1.19,103.73,103.74,Sea,Sea,Straits of Singapore
1997,1.18,1.19,103.74,103.75,Sea,Sea,Straits of Singapore
1998,1.18,1.19,103.75,103.76,Sea,Sea,Straits of Singapore
1999,1.18,1.19,103.76,103.77,Sea,Sea,Straits of Singapore
2000,1.18,1.19,103.77,103.78,Sea,Sea,Straits of Singapore
2001,1.18,1.19,103.78,103.79,Sea,Sea,Straits of Singapore
2002,1.18,1.19,103.79,103.8,Sea,Sea,Straits of Singapore
2003,1.18,1.19,103.8,103.81,Sea,Sea,Straits of Singapore
2004,1.18,1.19,103.81,103.82,Sea,Sea,Straits of Singapore
2005,1.18,1.19,103.82,103.83,Sea,Sea,Straits of Singapore
2006,1.18,1.19,103.83,103.84,Sea,Sea,Straits of Singapore
2007,1.18,1.19,103.84,103.85,Sea,Sea,Straits of Singapore
2008,1.18,1.19,103.85,103.86,Sea,Sea,Straits of Singapore
2009,1.18,1.19,103.86,103.87,Sea,Sea,Straits of Singapore
2010,1.18,1.19,103.87,103.88,Sea,Sea,Straits of Singapore
2011,1.18,1.19,103.88,103.89,Sea,Sea,Straits of Singapore
2012,1.18,1.19,103.89,103.9,Sea,Sea,Straits of Singapore
2013,1.18,1.19,103.9,103.91,Sea,Sea,Straits of Singapore
2014,1.18,1.19,103.91,103.92,Sea,Sea,Straits of Singapore
2015,1.18,1.19,103.92,103.93,Sea,Sea,Straits of Singapore
2016,1.18,1.19,103.93,103.94,Sea,Sea,Straits of Singapore
2017,1.19,1.2,103.38,103.39,Sea,Sea,Straits of Malacca
2018,1.19,1.2,103.39,103.4,Sea,Sea,Straits of Malacca
2019,1.19,1.2,103.4,103.41,Sea,Sea,Straits of Malacca
2020,1.19,1.2,103.41,103.42,Sea,Sea,Straits of Malacca
2021,1.19,1.2,103.42,103.43,Sea,Sea,Straits of Malacca
2022,1.19,1.2,103.43,103.44,Sea,Sea,Straits of Malacca
2023,1.19,1.2,103.44,103.45,Sea,Sea,Straits of Malacca
2024,1.19,1.2,103.45,103.46,Sea,Sea,Straits of Malacca
2025,1.19,1.2,103.46,103.47,Sea,Sea,Straits of Malacca
2026,1.19,1.2,103.47,103.48,Sea,Sea,Straits of Malacca
2027,1.19,1.2,103.48,103.49,Sea,Sea,Straits of Malacca
2028,1.19,1.2,103.49,103.5,Sea,Sea,Straits of Malacca
2029,1.19,1.2,103.5,103.51,Sea,Sea,Straits of Malacca
2030,1.19,1.2,103.51,103.52,Sea,Sea,Straits of Malacca
2031,1.19,1.2,103.52,103.53,Sea,Sea,Straits of Malacca
2032,1.19,1.2,103.53,103.54,Sea,Sea,Straits of Singapore
2033,1.19,1.2,103.54,103.55,Sea,Sea,Straits of Singapore
2034,1.19,1.2,103.55,103.56,Sea,Sea,Straits of Singapore
2035,1.19,1.2,103.56,103.57,Sea,Sea,Straits of Singapore
2036,1.19,1.2,103.57,103.58,Sea,Sea,Straits of Singapore
2037,1.19,1.2,103.58,103.59,Sea,Sea,Straits of Singapore
2038,1.19,1.2,103.59,103.6,Sea,Sea,Straits of Singapore
2039,1.19,1.2,103.6,103.61,Sea,Sea,Straits of Singapore
2040,1.19,1.2,103.61,103.62,Sea,Sea,Straits of Singapore
2041,1.19,1.2,103.62,103.63,Sea,Sea,Straits of Singapore
2042,1.19,1.2,103.63,103.64,Sea,Sea,Straits of Singapore
2043,1.19,1.2,103.64,103.65,Sea,Sea,Straits of Singapore
2044,1.19,1.2,103.65,103.66,Sea,Sea,Straits of Singapore
2045,1.19,1.2,103.66,103.67,Sea,Sea,Straits of Singapore
2046,1.19,1.2,103.67,103.68,Sea,Sea,Straits of Singapore
2047,1.19,1.2,103.68,103.69,Sea,Sea,Straits of Singapore
2048,1.19,1.2,103.69,103.7,Sea,Sea,Straits of Singapore
2049,1.19,1.2,103.7,103.71,Sea,Sea,Straits of Singapore
2050,1.19,1.2,103.71,103.72,Sea,Sea,Straits of Singapore
2051,1.19,1.2,103.72,103.73,Sea,Sea,Straits of Singapore
2052,1.19,1.2,103.73,103.74,Sea,Sea,Straits of Singapore
2053,1.19,1.2,103.74,103.75,Sea,Sea,Straits of Singapore
2054,1.19,1.2,103.75,103.76,Sea,Sea,Straits of Singapore
2055,1.19,1.2,103.76,103.77,Sea,Sea,Straits of Singapore
2056,1.19,1.2,103.77,103.78,Sea,Sea,Straits of Singapore
2057,1.19,1.2,103.78,103.79,Sea,Sea,Straits of Singapore
2058,1.19,1.2,103.79,103.8,Sea,Sea,Straits of Singapore
2059,1.19,1.2,103.8,103.81,Sea,Sea,Straits of Singapore
2060,1.19,1.2,103.81,103.82,Sea,Sea,Straits of Singapore
2061,1.19,1.2,103.82,103.83,Sea,Sea,Straits of Singapore
2062,1.19,1.2,103.83,103.84,Sea,Sea,Straits of Singapore
2063,1.19,1.2,103.84,103.85,Sea,Sea,Straits of Singapore
2064,1.19,1.2,103.85,103.86,Sea,Sea,Straits of Singapore
2065,1.19,1.2,103.86,103.87,Sea,Sea,Straits of Singapore
2066,1.19,1.2,103.87,103.88,Sea,Sea,Straits of Singapore
2067,1.19,1.2,103.88,103.89,Sea,Sea,Straits of Singapore
2068,1.19,1.2,103.89,103.9,Sea,Sea,Straits of Singapore
2069,1.19,1.2,103.9,103.91,Sea,Sea,Straits of Singapore
2070,1.19,1.2,103.91,103.92,Sea,Sea,Straits of Singapore
2071,1.19,1.2,103.92,103.93,Sea,Sea,Straits of Singapore
2072,1.19,1.2,103.93,103.94,Sea,Sea,Straits of Singapore
2073,1.2,1.21,103.38,103.39,Sea,Sea,Straits of Malacca
2074,1.2,1.21,103.39,103.4,Sea,Sea,Straits of Malacca
2075,1.2,1.21,103.4,103.41,Sea,Sea,Straits of Malacca
2076,1.2,1.21,103.41,103.42,Sea,Sea,Straits of Malacca
2077,1.2,1.21,103.42,103.43,Sea,Sea,Straits of Malacca
2078,1.2,1.21,103.43,103.44,Sea,Sea,Straits of Malacca
2079,1.2,1.21,103.44,103.45,Sea,Sea,Straits of Malacca
2080,1.2,1.21,103.45,103.46,Sea,Sea,Straits of Malacca
2081,1.2,1.21,103.46,103.47,Sea,Sea,Straits of Malacca
2082,1.2,1.21,103.47,103.48,Sea,Sea,Straits of Malacca
2083,1.2,1.21,103.48,103.49,Sea,Sea,Straits of Malacca
2084,1.2,1.21,103.49,103.5,Sea,Sea,Straits of Malacca
2085,1.2,1.21,103.5,103.51,Sea,Sea,Straits of Malacca
2086,1.2,1.21,103.51,103.52,Sea,Sea,Straits of Malacca
2087,1.2,1.21,103.52,103.53,Sea,Sea,Straits of Malacca
2088,1.2,1.21,103.53,103.54,Sea,Sea,Straits of Singapore
2089,1.2,1.21,103.54,103.55,Sea,Sea,Straits of Singapore
2090,1.2,1.21,103.55,103.56,Sea,Sea,Straits of Singapore
2091,1.2,1.21,103.56,103.57,Sea,Sea,Straits of Singapore
