date_,geo_subcategory,shipcategory,avgspeed,sdspeed,minspeed,maxspeed
17/12/2019,Sea,PASSENGER,8.177777778,4.260121468,0,15.3
17/12/2020,Port Bukom,CARGO,11.39166667,1.363457059,10.1,15.4
17/12/2020,Port Bukom,TANKER,1.082842105,2.542608521,0,12.3
17/12/2020,Port Bukom,PASSENGER,,,,
17/12/2020,Port Tanjong Pagar,CARGO,0.589361702,1.104188477,0,4.2
17/12/2020,Port Tanjong Pagar,TANKER,,,,
17/12/2020,Port Tanjong Pagar,PASSENGER,,,,
17/12/2020,Port Jurong Island,CARGO,1.590537084,3.038787425,0,14.4
17/12/2020,Port Jurong Island,TANKER,1.584825175,2.681834264,0,23.1
17/12/2020,Port Jurong Island,PASSENGER,,,,
17/12/2020,Port Tuas,CARGO,1.878899083,8.833113974,0,89.7
17/12/2020,Port Tuas,TANKER,0.608376963,1.830250318,0,12.4
17/12/2020,Port Tuas,PASSENGER,,,,
17/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
17/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
17/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
17/12/2020,Port Pasir Panjang,CARGO,0.616970347,1.814846945,0,84
17/12/2020,Port Pasir Panjang,TANKER,1.474981046,2.404632349,0,11.2
17/12/2020,Port Pasir Panjang,PASSENGER,,,,
17/12/2020,Port Brani,CARGO,1.076315789,1.6720976,0,6.9
17/12/2020,Port Brani,TANKER,,,,
17/12/2020,Port Brani,PASSENGER,,,,
17/12/2020,Sea,CARGO,7.141169298,5.674034078,0,102
17/12/2020,Sea,TANKER,3.289444108,4.372211299,0,100.8
17/12/2020,Sea,PASSENGER,,,,
18/1/2020,Port Bukom,CARGO,8.633333333,5.092641751,0,12.1
18/1/2020,Port Bukom,TANKER,3.255151515,3.332852167,0,12.9
18/1/2020,Port Bukom,PASSENGER,,,,
18/1/2020,Port Tanjong Pagar,CARGO,0.745238095,1.182639128,0,4.5
18/1/2020,Port Tanjong Pagar,TANKER,0.1,,0.1,0.1
18/1/2020,Port Tanjong Pagar,PASSENGER,,,,
18/1/2020,Port Jurong Island,CARGO,5.080121704,4.153200645,0,15.9
18/1/2020,Port Jurong Island,TANKER,1.30470558,2.763554106,0,15.1
18/1/2020,Port Jurong Island,PASSENGER,,,,
18/1/2020,Port Tuas,CARGO,0.5465,3.208451113,0,38.4
18/1/2020,Port Tuas,TANKER,1.580122324,2.844597144,0,11.6
18/1/2020,Port Tuas,PASSENGER,,,,
18/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
18/1/2020,Port Marina Bay Cruise Centre,TANKER,0.4,,0.4,0.4
18/1/2020,Port Marina Bay Cruise Centre,PASSENGER,0.016666667,0.040824829,0,0.1
18/1/2020,Port Pasir Panjang,CARGO,0.48174475,1.377052441,0,11.6
18/1/2020,Port Pasir Panjang,TANKER,0.646344011,2.451503964,0,96
18/1/2020,Port Pasir Panjang,PASSENGER,,,,
18/1/2020,Port Brani,CARGO,0.69245283,1.577345513,0,8.6
18/1/2020,Port Brani,TANKER,0.9,0.608276253,0.2,1.3
18/1/2020,Port Brani,PASSENGER,,,,
18/1/2020,Sea,CARGO,8.15842169,5.497206148,0,62.6
18/1/2020,Sea,TANKER,3.611289593,4.504218741,0,92
18/1/2020,Sea,PASSENGER,,,,
18/1/2021,Port Bukom,CARGO,9.108695652,2.49379467,0,13.7
18/1/2021,Port Bukom,TANKER,2.810588235,3.083140216,0,10.3
18/1/2021,Port Bukom,PASSENGER,,,,
18/1/2021,Port Tanjong Pagar,CARGO,2.65,2.182429839,0,5.1
18/1/2021,Port Tanjong Pagar,TANKER,2.2,,2.2,2.2
18/1/2021,Port Tanjong Pagar,PASSENGER,,,,
18/1/2021,Port Jurong Island,CARGO,4.701060071,3.123367478,0,12.6
18/1/2021,Port Jurong Island,TANKER,0.963376081,2.729218647,0,100.8
18/1/2021,Port Jurong Island,PASSENGER,,,,
18/1/2021,Port Tuas,CARGO,2.553623188,3.35881543,0,10.9
18/1/2021,Port Tuas,TANKER,1.522222222,3.202494942,0,10.5
18/1/2021,Port Tuas,PASSENGER,0,0,0,0
18/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
18/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
18/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
18/1/2021,Port Pasir Panjang,CARGO,0.668373036,2.092974154,0,60.8
18/1/2021,Port Pasir Panjang,TANKER,0.932411067,1.923604461,0,12
18/1/2021,Port Pasir Panjang,PASSENGER,,,,
18/1/2021,Port Brani,CARGO,0.155555556,0.235112266,0,0.6
18/1/2021,Port Brani,TANKER,,,,
18/1/2021,Port Brani,PASSENGER,,,,
18/1/2021,Sea,CARGO,7.998017903,5.413884098,0,51.3
18/1/2021,Sea,TANKER,2.972981384,4.108810339,0,87.8
18/1/2021,Sea,PASSENGER,,,,
18/12/2019,Port Bukom,CARGO,9.125,2.872136255,6.3,11.6
18/12/2019,Port Bukom,TANKER,1.742307692,2.866534141,0,10.4
18/12/2019,Port Bukom,PASSENGER,,,,
18/12/2019,Port Tanjong Pagar,CARGO,0,,0,0
18/12/2019,Port Tanjong Pagar,TANKER,,,,
18/12/2019,Port Tanjong Pagar,PASSENGER,,,,
18/12/2019,Port Jurong Island,CARGO,2.666666667,3.844573493,0,13.2
18/12/2019,Port Jurong Island,TANKER,1.715616438,2.821391433,0,12.3
18/12/2019,Port Jurong Island,PASSENGER,,,,
18/12/2019,Port Tuas,CARGO,1.007692308,2.415733684,0,6.5
18/12/2019,Port Tuas,TANKER,2.128571429,2.260166288,0,5.8
18/12/2019,Port Tuas,PASSENGER,,,,
18/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
18/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
18/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
18/12/2019,Port Pasir Panjang,CARGO,0.886190476,1.956032164,0,11.1
18/12/2019,Port Pasir Panjang,TANKER,0.526,1.445367644,0,10.2
18/12/2019,Port Pasir Panjang,PASSENGER,,,,
18/12/2019,Port Brani,CARGO,1.471428571,2.342160175,0,6.5
18/12/2019,Port Brani,TANKER,0.05,0.057735027,0,0.1
18/12/2019,Port Brani,PASSENGER,,,,
18/12/2019,Sea,CARGO,7.99008455,6.172519875,0,91.4
18/12/2019,Sea,TANKER,3.391877207,4.365486773,0,19.6
18/12/2019,Sea,PASSENGER,,,,
18/12/2020,Port Bukom,CARGO,,,,
18/12/2020,Port Bukom,TANKER,2.655555556,3.599196276,0,12.2
18/12/2020,Port Bukom,PASSENGER,,,,
18/12/2020,Port Tanjong Pagar,CARGO,0.2,,0.2,0.2
18/12/2020,Port Tanjong Pagar,TANKER,,,,
18/12/2020,Port Tanjong Pagar,PASSENGER,,,,
18/12/2020,Port Jurong Island,CARGO,6.1225,2.429465226,2.3,11.4
18/12/2020,Port Jurong Island,TANKER,1.725262154,3.722853466,0,82.9
18/12/2020,Port Jurong Island,PASSENGER,,,,
18/12/2020,Port Tuas,CARGO,1.627083333,2.722931742,0,9.1
18/12/2020,Port Tuas,TANKER,0.487857143,1.553805626,0,8.7
18/12/2020,Port Tuas,PASSENGER,,,,
18/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
18/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
18/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
18/12/2020,Port Pasir Panjang,CARGO,0.589866157,1.464572885,0,9
18/12/2020,Port Pasir Panjang,TANKER,1.314673913,2.379914106,0,11.1
18/12/2020,Port Pasir Panjang,PASSENGER,,,,
18/12/2020,Port Brani,CARGO,0.471428571,0.80976187,0,1.8
18/12/2020,Port Brani,TANKER,,,,
18/12/2020,Port Brani,PASSENGER,,,,
18/12/2020,Sea,CARGO,6.844100198,5.554331055,0,84.8
18/12/2020,Sea,TANKER,3.209679878,4.273652627,0,32
18/12/2020,Sea,PASSENGER,8.9,2.121320344,5.9,12.1
19/1/2020,Port Bukom,CARGO,10.49166667,3.713420627,0,14.3
19/1/2020,Port Bukom,TANKER,3.185393258,3.359434309,0,11.9
19/1/2020,Port Bukom,PASSENGER,,,,
19/1/2020,Port Tanjong Pagar,CARGO,1.278431373,1.620902678,0,6.2
19/1/2020,Port Tanjong Pagar,TANKER,,,,
19/1/2020,Port Tanjong Pagar,PASSENGER,,,,
19/1/2020,Port Jurong Island,CARGO,6.193439364,3.687852448,0,15.7
19/1/2020,Port Jurong Island,TANKER,1.309284699,2.638327745,0,24
19/1/2020,Port Jurong Island,PASSENGER,,,,
19/1/2020,Port Tuas,CARGO,0.793602694,2.437958443,0,11.5
19/1/2020,Port Tuas,TANKER,3.211857143,3.984578926,0,49.5
19/1/2020,Port Tuas,PASSENGER,,,,
19/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
19/1/2020,Port Marina Bay Cruise Centre,TANKER,3.7,0.264575131,3.4,3.9
19/1/2020,Port Marina Bay Cruise Centre,PASSENGER,0.3,,0.3,0.3
19/1/2020,Port Pasir Panjang,CARGO,0.609998285,1.814747434,0,81.6
19/1/2020,Port Pasir Panjang,TANKER,0.699707602,1.996092921,0,51.2
19/1/2020,Port Pasir Panjang,PASSENGER,,,,
19/1/2020,Port Brani,CARGO,1.281896552,1.813360999,0,9.5
19/1/2020,Port Brani,TANKER,1.585714286,1.781786156,0.4,5.4
19/1/2020,Port Brani,PASSENGER,,,,
19/1/2020,Sea,CARGO,7.734557082,5.538458688,0,66.2
19/1/2020,Sea,TANKER,3.62409285,4.626973233,0,89.7
19/1/2020,Sea,PASSENGER,9.608870968,4.668171357,0,18.8
19/1/2021,Port Bukom,CARGO,8.424324324,2.589337689,3.7,12.7
19/1/2021,Port Bukom,TANKER,3.603018868,3.227449495,0,10.5
19/1/2021,Port Bukom,PASSENGER,,,,
19/1/2021,Port Tanjong Pagar,CARGO,0.566666667,1.599851184,0,6.2
19/1/2021,Port Tanjong Pagar,TANKER,,,,
19/1/2021,Port Tanjong Pagar,PASSENGER,,,,
19/1/2021,Port Jurong Island,CARGO,5.062068966,3.79353201,0,17.5
19/1/2021,Port Jurong Island,TANKER,1.308036762,2.466968551,0,12.8
19/1/2021,Port Jurong Island,PASSENGER,,,,
19/1/2021,Port Tuas,CARGO,1.156666667,4.076905802,0,16.4
19/1/2021,Port Tuas,TANKER,2.074820144,3.687741022,0,12.1
19/1/2021,Port Tuas,PASSENGER,0,0,0,0
19/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
19/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
19/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
19/1/2021,Port Pasir Panjang,CARGO,0.78731377,1.672906141,0,11.8
19/1/2021,Port Pasir Panjang,TANKER,0.609947183,1.646136236,0,9.9
19/1/2021,Port Pasir Panjang,PASSENGER,,,,
19/1/2021,Port Brani,CARGO,0.075,0.200567377,0,0.7
19/1/2021,Port Brani,TANKER,0,0,0,0
19/1/2021,Port Brani,PASSENGER,,,,
19/1/2021,Sea,CARGO,7.994989562,5.861340266,0,65.5
19/1/2021,Sea,TANKER,2.891261398,4.269749915,0,101.3
19/1/2021,Sea,PASSENGER,12.05714286,2.43013815,1.5,12.8
19/12/2019,Port Bukom,CARGO,9.3,,9.3,9.3
19/12/2019,Port Bukom,TANKER,1.823809524,2.990701812,0,10.2
19/12/2019,Port Bukom,PASSENGER,,,,
19/12/2019,Port Tanjong Pagar,CARGO,0,0,0,0
19/12/2019,Port Tanjong Pagar,TANKER,,,,
19/12/2019,Port Tanjong Pagar,PASSENGER,,,,
19/12/2019,Port Jurong Island,CARGO,5.257142857,4.087049318,0,13.8
19/12/2019,Port Jurong Island,TANKER,1.851396648,2.999381029,0,11.2
19/12/2019,Port Jurong Island,PASSENGER,,,,
19/12/2019,Port Tuas,CARGO,2.825,3.889087297,0,7.9
19/12/2019,Port Tuas,TANKER,1.419444444,2.993022309,0,9.6
19/12/2019,Port Tuas,PASSENGER,,,,
19/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
19/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
19/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
19/12/2019,Port Pasir Panjang,CARGO,0.84301676,1.898519191,0,11.8
19/12/2019,Port Pasir Panjang,TANKER,0.903636364,2.082338456,0,7.9
19/12/2019,Port Pasir Panjang,PASSENGER,,,,
19/12/2019,Port Brani,CARGO,4.9,4.5254834,1.7,8.1
19/12/2019,Port Brani,TANKER,,,,
19/12/2019,Port Brani,PASSENGER,,,,
19/12/2019,Sea,CARGO,7.727971014,6.162392397,0,77.8
19/12/2019,Sea,TANKER,3.135189749,5.157314536,0,86.8
19/12/2019,Sea,PASSENGER,,,,
19/12/2020,Port Bukom,CARGO,10.28,3.516674566,6.4,14.4
19/12/2020,Port Bukom,TANKER,1.043492063,2.35429825,0,13.1
19/12/2020,Port Bukom,PASSENGER,,,,
19/12/2020,Port Tanjong Pagar,CARGO,0.511111111,1.424293197,0,4.3
19/12/2020,Port Tanjong Pagar,TANKER,0,,0,0
19/12/2020,Port Tanjong Pagar,PASSENGER,,,,
19/12/2020,Port Jurong Island,CARGO,6.292622951,2.907106369,1.1,13.1
19/12/2020,Port Jurong Island,TANKER,1.619859962,2.762199388,0,12.3
19/12/2020,Port Jurong Island,PASSENGER,,,,
19/12/2020,Port Tuas,CARGO,0.865,1.977378477,0,7.8
19/12/2020,Port Tuas,TANKER,0.716842105,2.286666762,0,15.8
19/12/2020,Port Tuas,PASSENGER,,,,
19/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
19/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
19/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
19/12/2020,Port Pasir Panjang,CARGO,0.785378869,1.782719068,0,17.1
19/12/2020,Port Pasir Panjang,TANKER,0.716847826,1.777829442,0,11.7
19/12/2020,Port Pasir Panjang,PASSENGER,,,,
19/12/2020,Port Brani,CARGO,0.393333333,1.259516158,0,4.9
19/12/2020,Port Brani,TANKER,,,,
19/12/2020,Port Brani,PASSENGER,,,,
19/12/2020,Sea,CARGO,7.620744501,5.847568874,0,24.4
19/12/2020,Sea,TANKER,3.166958952,4.41992279,0,64
19/12/2020,Sea,PASSENGER,,,,
2/1/2020,Port Bukom,CARGO,9.496428571,2.858578013,0,12.6
2/1/2020,Port Bukom,TANKER,3.883544304,3.08721106,0,11.3
2/1/2020,Port Bukom,PASSENGER,,,,
2/1/2020,Port Tanjong Pagar,CARGO,0.566666667,1.625576821,0,4.9
2/1/2020,Port Tanjong Pagar,TANKER,,,,
2/1/2020,Port Tanjong Pagar,PASSENGER,,,,
2/1/2020,Port Jurong Island,CARGO,3.850212164,3.516051309,0,16
2/1/2020,Port Jurong Island,TANKER,1.41919716,2.704222948,0,14.7
2/1/2020,Port Jurong Island,PASSENGER,,,,
2/1/2020,Port Tuas,CARGO,0.64557377,1.583380507,0,10.6
2/1/2020,Port Tuas,TANKER,3.184727273,3.069734442,0,11.7
2/1/2020,Port Tuas,PASSENGER,,,,
2/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
2/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
2/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
2/1/2020,Port Pasir Panjang,CARGO,0.903713947,1.864174953,0,19.8
2/1/2020,Port Pasir Panjang,TANKER,1.088640133,2.203862014,0,11.2
2/1/2020,Port Pasir Panjang,PASSENGER,,,,
2/1/2020,Port Brani,CARGO,0.341666667,1.057706452,0,4.6
2/1/2020,Port Brani,TANKER,17.1,29.5315086,0,51.2
2/1/2020,Port Brani,PASSENGER,,,,
2/1/2020,Sea,CARGO,7.904767986,5.488962522,0,85.6
2/1/2020,Sea,TANKER,3.013461972,4.237344707,0,80.1
2/1/2020,Sea,PASSENGER,,,,
2/1/2021,Port Bukom,CARGO,8.439130435,3.2696593,3.7,13.2
2/1/2021,Port Bukom,TANKER,3.249425287,3.328104343,0,14.4
2/1/2021,Port Bukom,PASSENGER,,,,
2/1/2021,Port Tanjong Pagar,CARGO,3.85,1.601041328,2.1,5.4
2/1/2021,Port Tanjong Pagar,TANKER,,,,
2/1/2021,Port Tanjong Pagar,PASSENGER,,,,
2/1/2021,Port Jurong Island,CARGO,4.080225989,3.378761196,0,12.5
2/1/2021,Port Jurong Island,TANKER,1.931088944,2.939047786,0,19.1
2/1/2021,Port Jurong Island,PASSENGER,,,,
2/1/2021,Port Tuas,CARGO,0.469230769,1.454747261,0,6.3
2/1/2021,Port Tuas,TANKER,1.875799087,5.956155453,0,77.7
2/1/2021,Port Tuas,PASSENGER,,,,
2/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
2/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
2/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
2/1/2021,Port Pasir Panjang,CARGO,0.4175,1.270838026,0,11
2/1/2021,Port Pasir Panjang,TANKER,0.548641543,3.325419166,0,100.9
2/1/2021,Port Pasir Panjang,PASSENGER,,,,
2/1/2021,Port Brani,CARGO,0.58,0.414728827,0,1.1
2/1/2021,Port Brani,TANKER,0.8,,0.8,0.8
2/1/2021,Port Brani,PASSENGER,,,,
2/1/2021,Sea,CARGO,6.345461494,5.637014432,0,22.2
2/1/2021,Sea,TANKER,3.355065442,4.336560922,0,100.9
2/1/2021,Sea,PASSENGER,,,,
2/12/2019,Port Bukom,CARGO,1.455555556,4.366666667,0,13.1
2/12/2019,Port Bukom,TANKER,2.174509804,3.16997433,0,9.8
2/12/2019,Port Bukom,PASSENGER,,,,
2/12/2019,Port Tanjong Pagar,CARGO,0.55,0.854400375,0,1.8
2/12/2019,Port Tanjong Pagar,TANKER,8.3,9.901515036,0.1,19.3
2/12/2019,Port Tanjong Pagar,PASSENGER,,,,
2/12/2019,Port Jurong Island,CARGO,4.975862069,3.392060407,0.1,13.8
2/12/2019,Port Jurong Island,TANKER,1.500643501,2.735997547,0,13.9
2/12/2019,Port Jurong Island,PASSENGER,,,,
2/12/2019,Port Tuas,CARGO,1.40625,2.869487469,0,7.9
2/12/2019,Port Tuas,TANKER,1.924444444,2.686595984,0,9.1
2/12/2019,Port Tuas,PASSENGER,,,,
2/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
2/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
2/12/2019,Port Marina Bay Cruise Centre,PASSENGER,,,,
2/12/2019,Port Pasir Panjang,CARGO,0.458979592,1.230496508,0,7.8
2/12/2019,Port Pasir Panjang,TANKER,0.749575552,1.723443986,0,8.6
2/12/2019,Port Pasir Panjang,PASSENGER,,,,
2/12/2019,Port Brani,CARGO,2.85,4.030508653,0,5.7
2/12/2019,Port Brani,TANKER,,,,
2/12/2019,Port Brani,PASSENGER,,,,
2/12/2019,Sea,CARGO,6.761970614,5.746321729,0,21.3
2/12/2019,Sea,TANKER,3.069709763,4.068056,0,25.7
2/12/2019,Sea,PASSENGER,10.61666667,6.321840449,0,15.3
2/12/2020,Port Bukom,CARGO,6.22,2.525272263,3.8,9.9
2/12/2020,Port Bukom,TANKER,2.915909091,3.105936929,0,8.5
2/12/2020,Port Bukom,PASSENGER,,,,
2/12/2020,Port Tanjong Pagar,CARGO,2.3,,2.3,2.3
2/12/2020,Port Tanjong Pagar,TANKER,,,,
2/12/2020,Port Tanjong Pagar,PASSENGER,,,,
2/12/2020,Port Jurong Island,CARGO,4.09826087,3.324206345,0,11.5
2/12/2020,Port Jurong Island,TANKER,1.55560472,2.608135622,0,13.9
2/12/2020,Port Jurong Island,PASSENGER,,,,
2/12/2020,Port Tuas,CARGO,1.108888889,2.652170828,0,9.5
2/12/2020,Port Tuas,TANKER,0.55625,2.027889899,0,10.7
2/12/2020,Port Tuas,PASSENGER,,,,
2/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
2/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
2/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
2/12/2020,Port Pasir Panjang,CARGO,1.914518002,3.622890489,0,14.3
2/12/2020,Port Pasir Panjang,TANKER,1.106418219,2.2362675,0,14
2/12/2020,Port Pasir Panjang,PASSENGER,,,,
2/12/2020,Port Brani,CARGO,0.6125,1.264275625,0,3.6
2/12/2020,Port Brani,TANKER,,,,
2/12/2020,Port Brani,PASSENGER,,,,
2/12/2020,Sea,CARGO,6.47280113,5.958946289,0,57.6
2/12/2020,Sea,TANKER,3.047657459,4.239802602,0,76.8
2/12/2020,Sea,PASSENGER,,,,
20/1/2020,Port Bukom,CARGO,9.642857143,4.201360324,0,15
20/1/2020,Port Bukom,TANKER,2.50625,3.574106966,0,12.5
20/1/2020,Port Bukom,PASSENGER,,,,
20/1/2020,Port Tanjong Pagar,CARGO,0.308695652,0.432658845,0,1.8
20/1/2020,Port Tanjong Pagar,TANKER,0.85,0.919238816,0.2,1.5
20/1/2020,Port Tanjong Pagar,PASSENGER,,,,
20/1/2020,Port Jurong Island,CARGO,6.714074074,3.451925016,0,15.6
20/1/2020,Port Jurong Island,TANKER,1.699194694,3.190481686,0,86
20/1/2020,Port Jurong Island,PASSENGER,,,,
20/1/2020,Port Tuas,CARGO,0.481764123,1.300093273,0,11.1
20/1/2020,Port Tuas,TANKER,2.243812709,3.545890926,0,12.2
20/1/2020,Port Tuas,PASSENGER,0.2,,0.2,0.2
20/1/2020,Port Marina Bay Cruise Centre,CARGO,,,,
20/1/2020,Port Marina Bay Cruise Centre,TANKER,,,,
20/1/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
20/1/2020,Port Pasir Panjang,CARGO,0.881460475,1.782241037,0,10.1
20/1/2020,Port Pasir Panjang,TANKER,1.404286671,3.460467332,0,101.3
20/1/2020,Port Pasir Panjang,PASSENGER,,,,
20/1/2020,Port Brani,CARGO,0.5109375,1.235855489,0,7.9
20/1/2020,Port Brani,TANKER,0.05,0.070710678,0,0.1
20/1/2020,Port Brani,PASSENGER,,,,
20/1/2020,Sea,CARGO,7.272748515,5.739661824,0,102.1
20/1/2020,Sea,TANKER,3.694654107,4.591416363,0,76.9
20/1/2020,Sea,PASSENGER,9.7425,5.106400584,0,15.3
20/1/2021,Port Bukom,CARGO,7.514285714,3.656240588,2.2,10.7
20/1/2021,Port Bukom,TANKER,5.39625,3.178943529,0,12.5
20/1/2021,Port Bukom,PASSENGER,,,,
20/1/2021,Port Tanjong Pagar,CARGO,,,,
20/1/2021,Port Tanjong Pagar,TANKER,,,,
20/1/2021,Port Tanjong Pagar,PASSENGER,,,,
20/1/2021,Port Jurong Island,CARGO,5.719417476,3.773282189,0,14.4
20/1/2021,Port Jurong Island,TANKER,2.120493489,2.983454287,0,14.5
20/1/2021,Port Jurong Island,PASSENGER,,,,
20/1/2021,Port Tuas,CARGO,2.002857143,3.605019843,0,14.4
20/1/2021,Port Tuas,TANKER,3.084444444,3.645978828,0,11.3
20/1/2021,Port Tuas,PASSENGER,0,0,0,0
20/1/2021,Port Marina Bay Cruise Centre,CARGO,,,,
20/1/2021,Port Marina Bay Cruise Centre,TANKER,,,,
20/1/2021,Port Marina Bay Cruise Centre,PASSENGER,,,,
20/1/2021,Port Pasir Panjang,CARGO,0.549692623,2.147714327,0,51.3
20/1/2021,Port Pasir Panjang,TANKER,0.628411633,1.777909522,0,12.8
20/1/2021,Port Pasir Panjang,PASSENGER,,,,
20/1/2021,Port Brani,CARGO,0,0,0,0
20/1/2021,Port Brani,TANKER,1.4,,1.4,1.4
20/1/2021,Port Brani,PASSENGER,,,,
20/1/2021,Sea,CARGO,6.660919212,5.976987084,0,90.4
20/1/2021,Sea,TANKER,3.022866604,4.559780517,0,87
20/1/2021,Sea,PASSENGER,,,,
20/12/2019,Port Bukom,CARGO,8.230645161,4.698084322,0,14.3
20/12/2019,Port Bukom,TANKER,1.093237822,2.444334421,0,11.7
20/12/2019,Port Bukom,PASSENGER,,,,
20/12/2019,Port Tanjong Pagar,CARGO,0.54,1.180376269,0,6.4
20/12/2019,Port Tanjong Pagar,TANKER,4.8,6.646803743,0.1,9.5
20/12/2019,Port Tanjong Pagar,PASSENGER,,,,
20/12/2019,Port Jurong Island,CARGO,6.025570776,3.081752232,0,13.7
20/12/2019,Port Jurong Island,TANKER,1.652344463,3.050981,0,78.3
20/12/2019,Port Jurong Island,PASSENGER,,,,
20/12/2019,Port Tuas,CARGO,2.33125,3.511441657,0,11.1
20/12/2019,Port Tuas,TANKER,0.411438739,1.466706234,0,9.2
20/12/2019,Port Tuas,PASSENGER,,,,
20/12/2019,Port Marina Bay Cruise Centre,CARGO,,,,
20/12/2019,Port Marina Bay Cruise Centre,TANKER,,,,
20/12/2019,Port Marina Bay Cruise Centre,PASSENGER,0.58,1.296919427,0,2.9
20/12/2019,Port Pasir Panjang,CARGO,0.63100304,2.420456116,0,100.8
20/12/2019,Port Pasir Panjang,TANKER,1.294122416,3.123113528,0,100.8
20/12/2019,Port Pasir Panjang,PASSENGER,,,,
20/12/2019,Port Brani,CARGO,0.842105263,1.270397487,0,4.9
20/12/2019,Port Brani,TANKER,2.708333333,3.503104684,0.1,9.8
20/12/2019,Port Brani,PASSENGER,,,,
20/12/2019,Sea,CARGO,6.751880661,5.393585899,0,58.7
20/12/2019,Sea,TANKER,3.515951987,4.44207158,0,100.9
20/12/2019,Sea,PASSENGER,12.49364407,3.411195876,0,15
20/12/2020,Port Bukom,CARGO,9.331578947,3.284484169,0,13.5
20/12/2020,Port Bukom,TANKER,3.008050847,2.960229076,0,11.2
20/12/2020,Port Bukom,PASSENGER,,,,
20/12/2020,Port Tanjong Pagar,CARGO,1.5625,2.05838876,0,5.4
20/12/2020,Port Tanjong Pagar,TANKER,,,,
20/12/2020,Port Tanjong Pagar,PASSENGER,,,,
20/12/2020,Port Jurong Island,CARGO,5.508223684,3.552877066,0,12.3
20/12/2020,Port Jurong Island,TANKER,1.218761384,2.399077848,0,12.8
20/12/2020,Port Jurong Island,PASSENGER,,,,
20/12/2020,Port Tuas,CARGO,1.02755102,2.184926478,0,9.8
20/12/2020,Port Tuas,TANKER,0.344459279,1.260946458,0,10.3
20/12/2020,Port Tuas,PASSENGER,0,0,0,0
20/12/2020,Port Marina Bay Cruise Centre,CARGO,,,,
20/12/2020,Port Marina Bay Cruise Centre,TANKER,,,,
20/12/2020,Port Marina Bay Cruise Centre,PASSENGER,,,,
20/12/2020,Port Pasir Panjang,CARGO,1.015846645,2.250780911,0,51.2
20/12/2020,Port Pasir Panjang,TANKER,0.992643923,2.134565668,0,13.2
20/12/2020,Port Pasir Panjang,PASSENGER,,,,
20/12/2020,Port Brani,CARGO,0.902564103,1.408150556,0,6.3
20/12/2020,Port Brani,TANKER,0.15,0.1,0.1,0.3
20/12/2020,Port Brani,PASSENGER,,,,
20/12/2020,Sea,CARGO,8.479358003,5.160311457,0,48.8
20/12/2020,Sea,TANKER,3.510038119,4.438895675,0,88.6
20/12/2020,Sea,PASSENGER,,,,
21/1/2020,Port Bukom,CARGO,7.895238095,2.841757648,3.4,12.4
21/1/2020,Port Bukom,TANKER,3.19229249,3.532945351,0,12.3
21/1/2020,Port Bukom,PASSENGER,,,,
21/1/2020,Port Tanjong Pagar,CARGO,0.708695652,1.272403968,0,5
21/1/2020,Port Tanjong Pagar,TANKER,0.46,0.669328021,0,1.6
21/1/2020,Port Tanjong Pagar,PASSENGER,,,,
21/1/2020,Port Jurong Island,CARGO,6.044533762,3.282819282,0.1,17.2
21/1/2020,Port Jurong Island,TANKER,1.716861066,2.893907548,0,19.2
21/1/2020,Port Jurong Island,PASSENGER,,,,
21/1/2020,Port Tuas,CARGO,0.21,1.189636598,0,11.2
